TMIN_0,TMIN_1,TMIN_2,TMIN_3,TMIN_4,TMIN_5,TMIN_6,TMIN_7,TMIN_8
-19.567005621254207,-17.790755921811197,-16.014506222368183,-14.238256522925171,-12.46200682348216,-10.685757124039148,-8.909507424596136,-7.133257725153124,-5.357008025710112
-19.20951280085933,-17.543862447579667,-15.878212094300002,-14.212561741020338,-12.546911387740675,-10.88126103446101,-9.215610681181346,-7.549960327901683,-5.884309974622019
-19.40264888554876,-17.7650255856603,-16.12740228577184,-14.489778985883381,-12.852155685994921,-11.21453238610646,-9.576909086218002,-7.939285786329542,-6.3016624864410815
-19.960422452070397,-18.2120784256902,-16.463734399310006,-14.715390372929807,-12.967046346549612,-11.218702320169417,-9.47035829378922,-7.722014267409023,-5.973670241028827
-19.805323893138578,-18.14722798404404,-16.489132074949502,-14.831036165854961,-13.172940256760423,-11.514844347665885,-9.856748438571346,-8.198652529476806,-6.540556620382269
-19.424051352953164,-17.8310464679772,-16.23804158300123,-14.645036698025265,-13.052031813049298,-11.459026928073332,-9.866022043097367,-8.2730171581214,-6.680012273145433
-20.01556532640038,-18.287521964098307,-16.55947860179623,-14.831435239494155,-13.10339187719208,-11.375348514890003,-9.64730515258793,-7.919261790285853,-6.191218427983777
-20.2874471567968,-18.54570899982298,-16.80397084284916,-15.06223268587534,-13.32049452890152,-11.5787563719277,-9.83701821495388,-8.095280057980059,-6.353541901006238
-20.04871392544179,-18.40146709774543,-16.75422027004908,-15.106973442352723,-13.459726614656368,-11.812479786960013,-10.165232959263658,-8.517986131567303,-6.870739303870948
-20.05284814106277,-18.331190706695008,-16.60953327232724,-14.887875837959477,-13.166218403591712,-11.444560969223947,-9.722903534856183,-8.001246100488418,-6.279588666120652
-19.850180617896307,-18.212842665767997,-16.57550471363969,-14.938166761511377,-13.300828809383066,-11.663490857254757,-10.026152905126448,-8.388814952998137,-6.751477000869828
-20.174267135779598,-18.539314120889017,-16.904361105998433,-15.26940809110785,-13.634455076217268,-11.999502061326686,-10.364549046436103,-8.72959603154552,-7.094643016654938
-20.307281505349504,-18.63439616044064,-16.961510815531778,-15.288625470622915,-13.615740125714051,-11.942854780805188,-10.269969435896325,-8.597084090987462,-6.9241987460785985
-20.523700630121485,-18.819238792974232,-17.114776955826976,-15.410315118679723,-13.705853281532466,-12.001391444385213,-10.296929607237958,-8.592467770090703,-6.888005932943448
-20.71953727727252,-19.025127851046456,-17.330718424820397,-15.636308998594334,-13.941899572368273,-12.247490146142212,-10.55308071991615,-8.858671293690088,-7.1642618674640275
-20.609259822409644,-18.88672724075799,-17.16419465910633,-15.441662077454673,-13.719129495803017,-11.99659691415136,-10.274064332499702,-8.551531750848046,-6.828999169196388
-20.30885662019508,-18.602613566577922,-16.896370512960765,-15.190127459343609,-13.483884405726451,-11.777641352109294,-10.071398298492138,-8.36515524487498,-6.658912191257823
-20.210828742483645,-18.506604510379493,-16.80238027827534,-15.098156046171189,-13.393931814067038,-11.689707581962885,-9.985483349858733,-8.281259117754582,-6.577034885650429
-20.01154403596649,-18.330539613598877,-16.649535191231266,-14.968530768863651,-13.287526346496037,-11.606521924128423,-9.92551750176081,-8.244513079393197,-6.563508657025583
-20.00845022410086,-18.27301162774249,-16.537573031384127,-14.802134435025762,-13.066695838667396,-11.33125724230903,-9.595818645950665,-7.860380049592299,-6.124941453233934
-19.78994953506879,-18.120937700202845,-16.451925865336904,-14.782914030470959,-13.113902195605016,-11.444890360739073,-9.775878525873129,-8.106866691007186,-6.437854856141243
-19.735202492530032,-18.07324938071028,-16.41129626889053,-14.749343157070781,-13.08739004525103,-11.42543693343128,-9.76348382161153,-8.10153070979178,-6.439577597972029
-20.1669907524888,-18.45960538644511,-16.752220020401417,-15.044834654357727,-13.337449288314037,-11.630063922270345,-9.922678556226654,-8.215293190182964,-6.507907824139272
-19.901778539013492,-18.204911714479632,-16.508044889945772,-14.811178065411914,-13.114311240878054,-11.417444416344194,-9.720577591810336,-8.023710767276476,-6.326843942742617
-19.686757826597084,-18.002158394361683,-16.317558962126284,-14.632959529890883,-12.948360097655485,-11.263760665420083,-9.579161233184683,-7.894561800949283,-6.209962368713883
-19.656514927719225,-18.00450909290479,-16.35250325809035,-14.700497423275916,-13.048491588461479,-11.396485753647042,-9.744479918832607,-8.09247408401817,-6.440468249203732
-19.50107172945924,-17.806143325900372,-16.111214922341503,-14.416286518782636,-12.721358115223767,-11.026429711664898,-9.33150130810603,-7.636572904547162,-5.941644500988293
-20.12775277707697,-18.325185029014783,-16.522617280952595,-14.720049532890407,-12.917481784828219,-11.11491403676603,-9.312346288703843,-7.509778540641655,-5.707210792579467
-19.09273176131323,-17.521106873407756,-15.949481985502281,-14.377857097596804,-12.806232209691329,-11.234607321785854,-9.662982433880376,-8.091357545974901,-6.519732658069426
-19.589091343178872,-17.784228353325943,-15.979365363473018,-14.17450237362009,-12.369639383767165,-10.564776393914237,-8.75991340406131,-6.955050414208383,-5.150187424355456
-19.1039348405726,-17.4478398990279,-15.791744957483203,-14.135650015938506,-12.479555074393808,-10.823460132849112,-9.167365191304414,-7.511270249759717,-5.855175308215019
-18.89119711843471,-17.14973894652685,-15.408280774618989,-13.666822602711129,-11.925364430803267,-10.183906258895407,-8.442448086987547,-6.700989915079685,-4.959531743171825
-18.55211263603954,-16.831159110619403,-15.11020558519927,-13.389252059779135,-11.668298534359,-9.947345008938864,-8.22639148351873,-6.505437958098597,-4.784484432678461
-18.46639074092997,-16.765710097545657,-15.065029454161344,-13.36434881077703,-11.663668167392716,-9.962987524008403,-8.262306880624088,-6.561626237239775,-4.860945593855462
-18.0566974906523,-16.36784642890657,-14.678995367160843,-12.990144305415114,-11.301293243669384,-9.612442181923655,-7.923591120177926,-6.234740058432198,-4.545888996686468
-17.79783404270957,-16.125083009855008,-14.452331977000442,-12.779580944145877,-11.106829911291314,-9.434078878436749,-7.7613278455821835,-6.08857681272762,-4.415825779873055
-17.621190328239074,-15.881007206321474,-14.140824084403876,-12.400640962486278,-10.660457840568679,-8.92027471865108,-7.180091596733481,-5.4399084748158835,-3.699725352898284
-17.836506172507548,-16.119520666471402,-14.402535160435253,-12.685549654399107,-10.968564148362958,-9.251578642326812,-7.534593136290665,-5.817607630254518,-4.10062212421837
-17.26184163294651,-15.596330612679647,-13.930819592412785,-12.265308572145923,-10.59979755187906,-8.934286531612198,-7.268775511345336,-5.603264491078473,-3.937753470811611
-17.709936155442822,-15.97945880445583,-14.248981453468836,-12.518504102481844,-10.78802675149485,-9.057549400507858,-7.327072049520865,-5.596594698533872,-3.8661173475468793
-16.83287638803474,-15.24714046921431,-13.661404550393879,-12.075668631573446,-10.489932712753015,-8.904196793932584,-7.318460875112152,-5.732724956291721,-4.14698903747129
-16.749979480271065,-15.119721170258925,-13.489462860246787,-11.859204550234647,-10.228946240222509,-8.59868793021037,-6.968429620198229,-5.338171310186091,-3.707913000173951
-16.6875594634435,-15.03187365848753,-13.376187853531562,-11.720502048575595,-10.064816243619626,-8.409130438663658,-6.753444633707691,-5.097758828751722,-3.4420730237957535
-16.58245828413008,-14.89415536479628,-13.20585244546248,-11.517549526128679,-9.829246606794879,-8.14094368746108,-6.45264076812728,-4.764337848793479,-3.076034929459679
-16.319930027180376,-14.621282026586226,-12.922634025992073,-11.223986025397922,-9.52533802480377,-7.8266900242096185,-6.128042023615468,-4.429394023021315,-2.730746022427164
-16.43304676180286,-14.752898966929141,-13.072751172055423,-11.392603377181706,-9.712455582307987,-8.032307787434268,-6.352159992560551,-4.672012197686833,-2.991864402813114
-15.94776536604292,-14.316873046859838,-12.685980727676753,-11.05508840849367,-9.424196089310588,-7.793303770127503,-6.16241145094442,-4.5315191317613355,-2.9006268125782526
-15.582293471969864,-13.858702217240051,-12.13511096251024,-10.411519707780426,-8.687928453050613,-6.964337198320802,-5.240745943590989,-3.5171546888611775,-1.7935634341313644
-15.833807984548422,-14.124091039385338,-12.414374094222254,-10.704657149059168,-8.994940203896084,-7.285223258733,-5.575506313569914,-3.86578936840683,-2.156072423243746
-14.744855583529652,-13.138534514435017,-11.532213445340382,-9.925892376245748,-8.319571307151113,-6.713250238056478,-5.106929168961845,-3.5006080998672093,-1.894287030772574
-15.50396793178552,-13.754626373350256,-12.005284814914992,-10.255943256479728,-8.506601698044467,-6.757260139609203,-5.007918581173939,-3.2585770227386757,-1.509235464303412
-14.608543776646792,-12.98163672853549,-11.354729680424189,-9.727822632312886,-8.100915584201584,-6.474008536090281,-4.84710148797898,-3.2201944398676776,-1.593287391756375
-14.4627822665049,-12.826578752773107,-11.190375239041314,-9.554171725309523,-7.917968211577729,-6.2817646978459365,-4.645561184114143,-3.00935767038235,-1.373154156650557
-14.696238428131462,-12.98348217003581,-11.27072591194016,-9.557969653844507,-7.845213395748856,-6.132457137653205,-4.419700879557553,-2.7069446214619024,-0.9941883633662503
-13.88761544315815,-12.188998902956481,-10.490382362754813,-8.791765822553144,-7.093149282351475,-5.394532742149806,-3.695916201948137,-1.9972996617464691,-0.2986831215447996
-14.149207753098429,-12.452736068239506,-10.756264383380582,-9.05979269852166,-7.363321013662737,-5.6668493288038135,-3.9703776439448912,-2.273905959085967,-0.5774342742270449
-14.200878771199005,-12.442793460593682,-10.684708149988358,-8.926622839383036,-7.168537528777713,-5.41045221817239,-3.6523669075670675,-1.8942815969617435,-0.13619628635642123
-13.38011250119896,-11.709950627483556,-10.039788753768153,-8.36962688005275,-6.699465006337346,-5.029303132621942,-3.359141258906538,-1.6889793851911357,-0.018817511475731408
-13.578855771066353,-11.889222237078778,-10.199588703091202,-8.509955169103627,-6.820321635116052,-5.130688101128477,-3.4410545671409007,-1.751421033153326,-0.061787499165751214
-13.4285220311294,-11.740640228520544,-10.052758425911685,-8.364876623302827,-6.67699482069397,-4.9891130180851135,-3.301231215476255,-1.6133494128673966,0.07453238974146004
-13.20823428617214,-11.570221551720403,-9.932208817268666,-8.294196082816931,-6.656183348365195,-5.018170613913458,-3.3801578794617235,-1.742145145009987,-0.1041324105582504
-12.87523925747401,-11.155530647279102,-9.435822037084193,-7.716113426889283,-5.996404816694374,-4.276696206499466,-2.5569875963045554,-0.8372789861096468,0.8824296240852618
-12.350867896417888,-10.624487335181094,-8.898106773944297,-7.171726212707503,-5.445345651470707,-3.7189650902339118,-1.9925845289971171,-0.26620396776032074,1.4601765934764739
-12.912137547917078,-11.259599926878765,-9.607062305840454,-7.954524684802141,-6.301987063763829,-4.649449442725517,-2.9969118216872044,-1.3443742006488932,0.3081634203894197
-11.94037428186594,-10.285942210417199,-8.631510138968455,-6.977078067519713,-5.32264599607097,-3.6682139246222274,-2.0137818531734855,-0.35934978172474175,1.2950822897240002
-12.298523644311894,-10.626403815705743,-8.954283987099592,-7.28216415849344,-5.610044329887288,-3.9379245012811364,-2.265804672674985,-0.593684844068834,1.0784349845373171
-11.95684885522858,-10.216124474405952,-8.475400093583321,-6.734675712760692,-4.993951331938064,-3.253226951115435,-1.5125025702928045,0.22822181052982415,1.9689461913524529
-11.750569152697995,-10.102616693337067,-8.454664233976139,-6.806711774615209,-5.158759315254281,-3.510806855893353,-1.8628543965324234,-0.2149019371714953,1.4330505221894327
-11.116700756794485,-9.414054332965472,-7.71140790913646,-6.0087614853074465,-4.306115061478434,-2.6034686376494207,-0.9008222138204083,0.8018242100086042,2.5044706338376166
-10.964435503596585,-9.272082166957668,-7.579728830318752,-5.887375493679835,-4.195022157040919,-2.5026688204020022,-0.8103154837630857,0.8820378528758308,2.5743911895147473
-10.95170443150633,-9.200868399748089,-7.450032367989849,-5.699196336231607,-3.9483603044733657,-2.1975242727151247,-0.44668824095688286,1.3041477908013572,3.054983822559599
-11.113185821116431,-9.352640153727801,-7.592094486339173,-5.8315488189505436,-4.071003151561914,-2.310457484173284,-0.5499118167846557,1.2106338506039727,2.971179517992603
-10.9053504594492,-9.122675980318096,-7.340001501186993,-5.557327022055889,-3.774652542924785,-1.991978063793681,-0.20930358466257637,1.5733708944685265,3.356045373599631
-10.173886486511098,-8.50371318538556,-6.833539884260023,-5.163366583134485,-3.4931932820089475,-1.8230199808834104,-0.15284667975787158,1.5173266213676655,3.1874999224932026
-9.681392321263033,-8.024970086413092,-6.368547851563151,-4.712125616713211,-3.0557033818632693,-1.399281147013328,0.2571410878366116,1.913563322686553,3.5699855575364943
-9.586239883481516,-7.9040545117027925,-6.2218691399240695,-4.539683768145347,-2.8574983963666227,-1.1753130245878989,0.5068723471908232,2.189057718969547,3.871243090748271
-8.959010725778086,-7.316744066644894,-5.674477407511701,-4.032210748378509,-2.3899440892453168,-0.747677430112125,0.8945892290210686,2.5368558881542604,4.179122547287452
-8.718276922248823,-6.9715060153043416,-5.2247351083598605,-3.4779642014153795,-1.7311932944708985,0.015577612473581581,1.7623485194180635,3.5091194263625454,5.2558903333070255
-9.01116010135341,-7.25510965791249,-5.499059214471571,-3.7430087710306523,-1.9869583275897327,-0.23090788414881303,1.5251425592921048,3.2811930027330245,5.037243446173944
-8.02823273985394,-6.350307403879203,-4.672382067904464,-2.9944567319297253,-1.3165313959549874,0.36139394001975056,2.0393192759944903,3.717244611969228,5.395169947943966
-7.546606523323939,-5.932368294771617,-4.318130066219295,-2.7038918376669736,-1.0896536091146514,0.52458461943767,2.1388228479899922,3.7530610765423145,5.367299305094637
-7.544548965226222,-5.817447696738412,-4.090346428250603,-2.3632451597627933,-0.6361438912749833,1.0909573772128267,2.818058645700636,4.545159914188447,6.272261182676256
-6.779648484229993,-5.1405770746340576,-3.5015056650381213,-1.862434255442185,-0.22336284584624977,1.4157085637496856,3.0547799733456227,4.693851382941558,6.332922792537493
-6.599634354023655,-4.967784706470043,-3.3359350589164314,-1.7040854113628194,-0.07223576380920793,1.5596138837444045,3.191463531298016,4.8233131788516275,6.455162826405239
-6.638724463153033,-4.871606757278183,-3.1044890514033336,-1.3373713455284841,0.4297463603463658,2.1968640662212158,3.963981772096065,5.731099477970916,7.498217183845765
-6.484236913739504,-4.684118650169312,-2.884000386599121,-1.0838821230289293,0.7162361405412616,2.5163544041114525,4.316472667681645,6.116590931251836,7.916709194822027
-5.756535851212391,-4.048354231927484,-2.340172612642578,-0.6319909933576717,1.076190625927235,2.7843722452121416,4.492553864497047,6.200735483781955,7.908917103066861
-5.42166473810606,-3.780960721124159,-2.140256704142258,-0.4995526871603575,1.1411513298215432,2.781855346803443,4.422559363785345,6.063263380767246,7.703967397749146
-5.207226290413243,-3.5370369917868008,-1.8668476931603584,-0.19665839453391598,1.4735309040925264,3.1437202027189697,4.813909501345411,6.484098799971853,8.154288098598297
-4.379525226925288,-2.683872275334504,-0.9882193237437207,0.7074336278470623,2.403086579437846,4.09873953102863,5.794392482619412,7.490045434210196,9.185698385800979
-4.654034826287264,-3.0077305538623595,-1.3614262814374554,0.28487799098744837,1.931182263412353,3.5774865358372576,5.2237908082621605,6.870095080687065,8.51639935311197
-3.973771457198269,-2.305756994091312,-0.637742530984355,1.0302719321226026,2.6982863952295593,4.3663008583365155,6.034315321443474,7.702329784550431,9.370344247657387
-3.6602111495672727,-2.0441107039256163,-0.42801025828396044,1.1880901873576954,2.804190632999352,4.420291078641007,6.036391524282664,7.65249196992432,9.268592415565976
-4.035530602190962,-2.2888799573045135,-0.542229312418065,1.2044213324683835,2.9510719773548315,4.69772262224128,6.4443732671277285,8.191023912014176,9.937674556900625
-3.8750613129865217,-2.157268419169965,-0.4394755253534086,1.2783173684631484,2.9961102622797045,4.7139031560962605,6.431696049912818,8.149488943729374,9.867281837545931
-3.4925883334701746,-1.8167038629295225,-0.1408193923888703,1.5350650781517823,3.210949548692434,4.886834019233086,6.562718489773739,8.238602960314392,9.914487430855043
-2.5272670532306525,-0.8862944947866565,0.7546780636573396,2.395650622101335,4.036623180545332,5.677595738989329,7.318568297433323,8.95954085587732,10.600513414321316
-2.6411168213130862,-0.9723393008561367,0.6964382196008128,2.3652157400577627,4.033993260514712,5.702770780971661,7.371548301428612,9.04032582188556,10.709103342342509
-2.648890468378501,-0.9849959091402338,0.6788986500980334,2.3427932093363006,4.006687768574568,5.670582327812835,7.334476887051102,8.998371446289369,10.662266005527638
-2.249407762874796,-0.5642537795049485,1.120900203864899,2.8060541872347464,4.491208170604594,6.176362153974441,7.861516137344289,9.546670120714136,11.231824104083984
-1.90304092395567,-0.18525763814663487,1.5325256476624003,3.2503089334714357,4.968092219280471,6.685875505089506,8.403658790898541,10.121442076707575,11.839225362516611
-1.5972909714237866,-0.020929855070369374,1.5554312612830479,3.131792377636465,4.708153493989882,6.284514610343299,7.860875726696717,9.437236843050133,11.013597959403551
-1.5843357582995714,0.06968809381395968,1.7237119459274908,3.3777357980410216,5.031759650154553,6.685783502268084,8.339807354381614,9.993831206495146,11.647855058608677
-2.053683319500379,-0.34402877495641304,1.3656257695875529,3.075280314131519,4.784934858675484,6.49458940321945,8.204243947763416,9.913898492307382,11.623553036851348
-1.6554794743267756,0.041544606116555194,1.738568686559886,3.4355927670032163,5.132616847446547,6.829640927889877,8.52666500833321,10.22368908877654,11.920713169219871
-1.9879480081650944,-0.18715628409068286,1.6136354399837287,3.4144271640581403,5.215218888132552,7.016010612206964,8.816802336281375,10.617594060355787,12.418385784430198
-0.8643133005226392,0.764382635657005,2.393078571836649,4.021774508016294,5.650470444195938,7.279166380375582,8.907862316555226,10.53655825273487,12.165254188914515
-0.4174678488860123,1.2207876661380883,2.8590431811621886,4.497298696186289,6.13555421121039,7.773809726234489,9.41206524125859,11.05032075628269,12.688576271306792
-0.4511017528908282,1.1725733272720325,2.7962484074348932,4.419923487597754,6.043598567760615,7.667273647923476,9.290948728086336,10.914623808249196,12.538298888412058
-0.3863895472127212,1.3203353963942983,3.027060340001318,4.733785283608338,6.440510227215357,8.147235170822377,9.853960114429396,11.560685058036416,13.267410001643436
-0.332132428923137,1.422333766821871,3.1767999625668786,4.931266158311887,6.685732354056895,8.440198549801902,10.19466474554691,11.949130941291918,13.703597137036926
0.0660898366263693,1.7166365428010115,3.3671832489756537,5.017729955150295,6.668276661324938,8.318823367499581,9.969370073674222,11.619916779848865,13.270463486023507
-0.1032682742986402,1.5942862427307165,3.291840759760073,4.98939527678943,6.686949793818786,8.384504310848143,10.0820588278775,11.779613344906856,13.477167861936213
0.3470634227589674,2.07273235300104,3.7984012832431127,5.524070213485186,7.2497391437272585,8.975408073969332,10.701077004211404,12.426745934453477,14.15241486469555
0.5697549209617224,2.223382584036322,3.877010247110922,5.530637910185521,7.184265573260121,8.83789323633472,10.49152089940932,12.14514856248392,13.79877622555852
0.6962314791240604,2.3242007816912187,3.952170084258377,5.580139386825535,7.208108689392693,8.836077991959852,10.46404729452701,12.092016597094167,13.719985899661326
0.7800277303607422,2.519531063680209,4.259034396999676,5.998537730319142,7.738041063638609,9.477544396958077,11.217047730277542,12.95655106359701,14.696054396916477
0.8738214529340488,2.5352695770366838,4.196717701139319,5.858165825241954,7.519613949344589,9.181062073447224,10.84251019754986,12.503958321652494,14.16540644575513
1.2597253398484127,2.945150855872079,4.630576371895745,6.316001887919411,8.001427403943076,9.686852919966743,11.372278435990408,13.057703952014073,14.74312946803774
1.4044178637517204,3.076731874792062,4.749045885832404,6.421359896872745,8.093673907913086,9.765987918953428,11.43830192999377,13.110615941034112,14.782929952074454
1.7598966665476006,3.4482404171358967,5.136584167724193,6.82492791831249,8.513271668900785,10.201615419489082,11.889959170077379,13.578302920665674,15.266646671253971
1.6580101513324044,3.361985639658446,5.065961127984488,6.769936616310529,8.473912104636572,10.177887592962612,11.881863081288653,13.585838569614697,15.289814057940738
1.6515016761024928,3.441337101342963,5.231172526583433,7.021007951823902,8.810843377064373,10.600678802304843,12.390514227545312,14.180349652785782,15.970185078026253
2.8658809882127696,4.497762833834248,6.129644679455726,7.761526525077203,9.393408370698682,11.02529021632016,12.657172061941637,14.289053907563115,15.920935753184594
2.7303392028050766,4.43513224287971,6.139925282954344,7.844718323028978,9.549511363103612,11.254304403178246,12.95909744325288,14.663890483327513,16.368683523402147
3.0439784990029257,4.717434532022314,6.390890565041703,8.06434659806109,9.737802631080479,11.411258664099867,13.084714697119256,14.758170730138644,16.431626763158032
2.871884624046418,4.574413513965565,6.276942403884712,7.97947129380386,9.682000183723007,11.384529073642152,13.0870579635613,14.789586853480447,16.492115743399594
3.0652690200372645,4.778628316182067,6.491987612326869,8.205346908471672,9.918706204616473,11.632065500761277,13.345424796906078,15.058784093050882,16.772143389195683
3.415653388525335,5.04758297652975,6.679512564534164,8.31144215253858,9.943371740542995,11.57530132854741,13.207230916551826,14.83916050455624,16.471090092560654
3.0100642474068824,4.7282162540609445,6.446368260715007,8.16452026736907,9.882672274023133,11.600824280677195,13.318976287331257,15.037128293985319,16.75528030063938
3.6374389896843295,5.399002480018968,7.160565970353606,8.922129460688245,10.683692951022884,12.445256441357522,14.20681993169216,15.9683834220268,17.729946912361438
3.102708766235844,4.930406888825575,6.7581050114153065,8.585803134005038,10.413501256594769,12.2411993791845,14.068897501774233,15.896595624363963,17.724293746953695
4.063630309987778,5.709093351132274,7.354556392276769,9.000019433421265,10.64548247456576,12.290945515710256,13.93640855685475,15.581871597999246,17.22733463914374
3.968469169022286,5.6921799951175425,7.415890821212799,9.139601647308055,10.863312473403312,12.587023299498568,14.310734125593825,16.034444951689082,17.75815577778434
4.711729955603034,6.361166371035123,8.010602786467212,9.660039201899302,11.30947561733139,12.958912032763479,14.608348448195567,16.257784863627656,17.907221279059744
4.170038700934477,5.834180227604614,7.498321754274753,9.162463280944891,10.826604807615029,12.490746334285166,14.154887860955306,15.819029387625443,17.48317091429558
4.105804119310567,5.763378219467309,7.4209523196240506,9.078526419780793,10.736100519937533,12.393674620094277,14.051248720251017,15.708822820407761,17.3663969205645
4.184364415044591,5.9039442223356,7.623524029626608,9.343103836917615,11.062683644208624,12.782263451499633,14.50184325879064,16.22142306608165,17.941002873372657
4.639570532024499,6.3297897485113825,8.020008964998265,9.71022818148515,11.40044739797203,13.090666614458915,14.780885830945799,16.47110504743268,18.161324263919564
4.346814950312066,6.013365705859908,7.679916461407749,9.34646721695559,11.013017972503432,12.679568728051274,14.346119483599114,16.012670239146956,17.6792209946948
4.436192261972441,6.121446729939846,7.806701197907251,9.491955665874656,11.17721013384206,12.862464601809464,14.547719069776871,16.232973537744275,17.91822800571168
4.8107333329559365,6.410398772285847,8.010064211615756,9.609729650945667,11.209395090275578,12.809060529605487,14.408725968935396,16.008391408265307,17.60805684759522
4.792682830502769,6.436368076484556,8.080053322466345,9.72373856844813,11.36742381442992,13.011109060411705,14.654794306393494,16.29847955237528,17.94216479835707
4.46820103639903,6.1553464450437,7.8424918536883705,9.52963726233304,11.216782670977711,12.903928079622382,14.591073488267051,16.27821889691172,17.965364305556392
4.967759077424683,6.597822765599577,8.227886453774472,9.857950141949367,11.48801383012426,13.118077518299154,14.748141206474049,16.378204894648945,18.00826858282384
4.821084962939752,6.488860277064945,8.156635591190138,9.82441090531533,11.492186219440523,13.159961533565717,14.82773684769091,16.4955121618161,18.163287475941296
4.638455075753157,6.356459944350755,8.074464812948353,9.79246968154595,11.510474550143549,13.228479418741147,14.946484287338745,16.664489155936344,18.38249402453394
4.082641006707196,5.8187744713846685,7.554907936062141,9.291041400739612,11.027174865417084,12.763308330094556,14.499441794772029,16.2355752594495,17.971708724126973
5.057300149354477,6.7264611235298135,8.39562209770515,10.064783071880486,11.733944046055822,13.403105020231159,15.072265994406495,16.741426968581834,18.410587942757168
4.829739697827291,6.535527511001929,8.241315324176567,9.947103137351206,11.652890950525844,13.358678763700482,15.06446657687512,16.770254390049757,18.476042203224395
4.891337302084716,6.619031894306318,8.34672648652792,10.074421078749522,11.802115670971123,13.529810263192726,15.257504855414327,16.985199447635928,18.71289403985753
5.0128832788176485,6.649666562509453,8.286449846201258,9.923233129893063,11.560016413584869,13.196799697276672,14.833582980968478,16.47036626466028,18.107149548352087
5.608478314500729,7.271764210574481,8.935050106648232,10.598336002721982,12.261621898795735,13.924907794869487,15.588193690943237,17.251479587016988,18.91476548309074
5.129834714183136,6.857162924602452,8.584491135021768,10.311819345441085,12.039147555860401,13.766475766279717,15.493803976699034,17.22113218711835,18.948460397537666
5.409492754974584,7.068375795525792,8.727258836077,10.386141876628209,12.045024917179415,13.703907957730623,15.362790998281831,17.02167403883304,18.680557079384247
5.31494909892196,7.029993034449435,8.745036969976908,10.460080905504384,12.17512484103186,13.890168776559335,15.605212712086807,17.320256647614283,19.03530058314176
5.277178026503239,7.043242431939676,8.809306837376113,10.575371242812551,12.34143564824899,14.107500053685428,15.873564459121862,17.6396288645583,19.40569326999474
5.382359083827183,7.127045678861766,8.871732273896349,10.616418868930934,12.361105463965517,14.1057920590001,15.850478654034685,17.595165249069268,19.33985184410385
5.998011667201106,7.626955456576778,9.255899245952449,10.884843035328121,12.513786824703793,14.142730614079465,15.771674403455137,17.40061819283081,19.02956198220648
6.285407834335832,7.932120937459022,9.578834040582212,11.2255471437054,12.87226024682859,14.51897334995178,16.16568645307497,17.81239955619816,19.45911265932135
6.233842398345793,7.892749899421209,9.551657400496625,11.210564901572042,12.869472402647457,14.528379903722872,16.18728740479829,17.846194905873705,19.50510240694912
6.333295606944167,7.963935421792967,9.594575236641766,11.225215051490569,12.855854866339367,14.48649468118817,16.117134496036968,17.74777431088577,19.37841412573457
6.310998570029775,7.935877807100054,9.560757044170334,11.185636281240612,12.810515518310893,14.435394755381171,16.06027399245145,17.68515322952173,19.31003246659201
6.891370605810662,8.574887899959233,10.258405194107803,11.941922488256374,13.625439782404943,15.308957076553513,16.992474370702084,18.675991664850656,20.359508958999225
7.170509167877262,8.768513117637205,10.366517067397147,11.96452101715709,13.562524966917032,15.160528916676974,16.75853286643692,18.35653681619686,19.954540765956803
6.721090205578288,8.448958693879417,10.176827182180547,11.904695670481676,13.632564158782806,15.360432647083936,17.088301135385066,18.816169623686196,20.544038111987327
7.260494867138076,8.924565089817827,10.588635312497578,12.25270553517733,13.916775757857081,15.580845980536832,17.244916203216583,18.908986425896334,20.573056648576085
7.253401719678579,8.981672066612337,10.709942413546095,12.438212760479853,14.166483107413612,15.89475345434737,17.623023801281125,19.351294148214883,21.07956449514864
6.779366672074366,8.541342880600446,10.303319089126525,12.065295297652604,13.827271506178683,15.589247714704761,17.351223923230844,19.113200131756923,20.875176340283
7.789803006626315,9.48996612203297,11.190129237439624,12.89029235284628,14.590455468252935,16.29061858365959,17.990781699066247,19.6909448144729,21.391107929879556
7.526375295940794,9.245507911372604,10.964640526804413,12.683773142236223,14.402905757668034,16.122038373099844,17.84117098853165,19.56030360396346,21.279436219395272
8.549235909686578,10.16848190500923,11.78772790033188,13.406973895654533,15.026219890977185,16.645465886299835,18.26471188162249,19.88395787694514,21.50320387226779
7.82614385019754,9.54494050272859,11.263737155259639,12.982533807790688,14.701330460321739,16.420127112852786,18.138923765383836,19.857720417914887,21.576517070445934
8.228034379366198,9.886955326940923,11.54587627451565,13.204797222090374,14.863718169665098,16.522639117239827,18.181560064814548,19.840481012389276,21.499401959964
8.515831146262576,10.22422446039452,11.932617774526467,13.641011088658411,15.349404402790356,17.057797716922302,18.766191031054248,20.474584345186194,22.182977659318137
8.967248875634143,10.530218431434347,12.09318798723455,13.656157543034755,15.21912709883496,16.78209665463516,18.34506621043537,19.90803576623557,21.471005322035776
9.11042407910121,10.751764984491784,12.393105889882357,14.034446795272931,15.675787700663506,17.317128606054077,18.958469511444655,20.599810416835226,22.2411513222258
9.262663695450271,10.925405415488797,12.588147135527322,14.250888855565849,15.913630575604374,17.576372295642898,19.239114015681427,20.901855735719952,22.564597455758477
9.094343587912618,10.724654752160603,12.354965916408588,13.985277080656575,15.61558824490456,17.245899409152543,18.87621057340053,20.506521737648516,22.1368329018965
