IRRAD_0,IRRAD_1,IRRAD_2,IRRAD_3,IRRAD_4,IRRAD_5,IRRAD_6,IRRAD_7,IRRAD_8
9876.303860148144,11332.017068867626,12787.730277587109,14243.44348630659,15699.156695026075,17154.869903745555,18610.58311246504,20066.29632118452,21522.009529904004
10168.55420329776,11612.477818291743,13056.401433285728,14500.325048279712,15944.248663273695,17388.17227826768,18832.095893261663,20276.019508255646,21719.94312324963
10901.404582517634,12276.825309008349,13652.246035499064,15027.666761989778,16403.087488480494,17778.508214971207,19153.928941461923,20529.349667952636,21904.770394443352
10876.02322622018,12278.689447997778,13681.355669775376,15084.021891552973,16486.68811333057,17889.354335108168,19292.020556885764,20694.68677866336,22097.35300044096
11269.293416671788,12700.213733752504,14131.134050833221,15562.054367913937,16992.974684994653,18423.89500207537,19854.815319156085,21285.735636236805,22716.65595331752
11174.466126531415,12573.973140672828,13973.480154814242,15372.987168955655,16772.494183097067,18172.001197238482,19571.508211379893,20971.01522552131,22370.52223966272
11644.633929622758,13006.599350324603,14368.56477102645,15730.530191728294,17092.49561243014,18454.461033131985,19816.426453833832,21178.39187453568,22540.35729523752
11519.225610397734,12918.840791268287,14318.45597213884,15718.071153009392,17117.686333879945,18517.3015147505,19916.91669562105,21316.5318764916,22716.147057362155
12051.375812256878,13531.132862056647,15010.889911856417,16490.646961656188,17970.404011455958,19450.161061255727,20929.918111055496,22409.675160855266,23889.432210655035
12141.277354033418,13588.830920956098,15036.384487878779,16483.93805480146,17931.491621724137,19379.045188646818,20826.598755569496,22274.152322492177,23721.705889414858
12675.82643514252,14082.14833273293,15488.470230323339,16894.792127913744,18301.114025504154,19707.435923094563,21113.757820684972,22520.07971827538,23926.40161586579
12690.442422398488,14191.712718094399,15692.983013790308,17194.25330948622,18695.52360518213,20196.793900878038,21698.06419657395,23199.33449226986,24700.60478796577
12892.499382738048,14315.625879584843,15738.752376431637,17161.878873278434,18585.00537012523,20008.131866972024,21431.25836381882,22854.384860665614,24277.51135751241
13139.586112014958,14629.658634623207,16119.731157231456,17609.803679839704,19099.87620244795,20589.9487250562,22080.02124766445,23570.093770272695,25060.166292880946
12842.029644788096,14352.189472039634,15862.349299291174,17372.50912654271,18882.66895379425,20392.82878104579,21902.98860829733,23413.148435548872,24923.30826280041
13560.499133447684,14930.103724626975,16299.708315806267,17669.312906985557,19038.917498164847,20408.52208934414,21778.12668052343,23147.731271702723,24517.335862882013
13932.263594924458,15364.134269240318,16796.004943556178,18227.87561787204,19659.746292187898,21091.61696650376,22523.48764081962,23955.358315135483,25387.22898945134
13817.543207375196,15242.115387828913,16666.68756828263,18091.259748736346,19515.831929190063,20940.40410964378,22364.976290097497,23789.548470551214,25214.12065100493
14476.548763345874,15919.749396756764,17362.950030167656,18806.150663578548,20249.351296989436,21692.55193040033,23135.75256381122,24578.95319722211,26022.153830633
14265.06588990018,15784.446532964288,17303.827176028397,18823.207819092506,20342.588462156615,21861.969105220724,23381.349748284832,24900.73039134894,26420.11103441305
14642.880421173368,16016.014142917413,17389.14786466146,18762.281586405505,20135.41530814955,21508.5490298936,22881.682751637643,24254.81647338169,25627.950195125733
14434.470777535122,15837.514258351017,17240.557739166914,18643.60121998281,20046.644700798704,21449.6881816146,22852.731662430495,24255.775143246392,25658.81862406229
14569.44808982158,15968.123239083727,17366.798388345873,18765.473537608017,20164.14868687016,21562.82383613231,22961.498985394453,24360.174134656598,25758.849283918746
14786.087319398048,16218.785612072737,17651.483904747427,19084.182197422117,20516.880490096803,21949.578782771496,23382.27707544618,24814.97536812087,26247.67366079556
15053.218775211217,16496.666230124705,17940.113685038195,19383.561139951686,20827.008594865172,22270.456049778662,23713.90350469215,25157.35095960564,26600.79841451913
15156.287484627152,16575.058603550708,17993.82972247426,19412.600841397812,20831.37196032137,22250.143079244925,23668.914198168477,25087.68531709203,26506.456436015585
15684.156765855632,17101.930965428855,18519.70516500208,19937.4793645753,21355.253564148526,22773.02776372175,24190.801963294973,25608.5761628682,27026.350362441422
15592.325013975696,16987.67016663525,18383.015319294802,19778.36047195436,21173.70562461391,22569.050777273464,23964.395929933016,25359.74108259257,26755.08623525212
15354.621539700804,16851.060908132054,18347.500276563303,19843.939644994553,21340.3790134258,22836.818381857054,24333.2577502883,25829.697118719552,27326.1364871508
15770.432547453098,17199.535186659876,18628.637825866652,20057.740465073428,21486.843104280204,22915.94574348698,24345.048382693756,25774.151021900532,27203.25366110731
16371.122722458127,17731.25451606697,19091.386309675814,20451.51810328466,21811.6498968935,23171.781690502343,24531.913484111188,25892.045277720033,27252.177071328875
15849.811075478538,17246.13575549883,18642.460435519122,20038.785115539416,21435.109795559707,22831.43447558,24227.759155600295,25624.083835620586,27020.40851564088
16241.752451323118,17656.316498448457,19070.880545573797,20485.44459269914,21900.00863982448,23314.572686949818,24729.13673407516,26143.7007812005,27558.26482832584
15620.24297291195,17143.847684270677,18667.452395629407,20191.057106988133,21714.66181834686,23238.266529705586,24761.871241064313,26285.475952423043,27809.08066378177
16388.516575283484,17824.641131628094,19260.7656879727,20696.890244317306,22133.014800661917,23569.139357006527,25005.263913351133,26441.38846969574,27877.51302604035
16134.852342727025,17547.580875180265,18960.309407633504,20373.037940086746,21785.766472539985,23198.495004993223,24611.223537446465,26023.9520698997,27436.680602352943
16569.521732594607,17989.779475845306,19410.037219096004,20830.294962346707,22250.5527055974,23670.810448848104,25091.068192098803,26511.3259353495,27931.5836786002
16210.32343016406,17644.110588880863,19077.897747597664,20511.684906314465,21945.472065031267,23379.25922374807,24813.04638246487,26246.833541181673,27680.620699898474
16424.591211654544,17882.5028046853,19340.414397716057,20798.325990746816,22256.237583777573,23714.14917680833,25172.06076983909,26629.972362869845,28087.8839559006
16587.359955856045,18019.287599113406,19451.215242370767,20883.142885628127,22315.070528885488,23746.99817214285,25178.92581540021,26610.85345865757,28042.78110191493
16505.78589411551,17909.801492611663,19313.817091107816,20717.832689603965,22121.84828810012,23525.86388659627,24929.879485092424,26333.895083588577,27737.91068208473
16996.334192063292,18417.858604171826,19839.38301628036,21260.9074283889,22682.431840497433,24103.956252605967,25525.4806647145,26947.005076823036,28368.52948893157
16572.830879810634,17969.788735924034,19366.746592037434,20763.704448150835,22160.66230426424,23557.620160377635,24954.57801649104,26351.53587260444,27748.49372871784
16509.45376929157,17923.050677495423,19336.647585699277,20750.244493903127,22163.841402106984,23577.438310310834,24991.035218514688,26404.63212671854,27818.229034922395
17253.05737030143,18599.95239273782,19946.847415174212,21293.742437610603,22640.637460046994,23987.532482483388,25334.42750491978,26681.32252735617,28028.21754979256
16742.633141249873,18182.44938181156,19622.26562237324,21062.081862934927,22501.898103496613,23941.714344058295,25381.53058461998,26821.346825181667,28261.16306574335
17236.253941438834,18629.76467756083,20023.275413682826,21416.786149804822,22810.296885926815,24203.807622048815,25597.318358170807,26990.829094292803,28384.3398304148
16629.999827713564,18085.775978836315,19541.552129959062,20997.328281081813,22453.104432204564,23908.88058332731,25364.65673445006,26820.43288557281,28276.20903669556
17257.952245674533,18611.801375192117,19965.650504709705,21319.499634227293,22673.348763744878,24027.197893262462,25381.04702278005,26734.89615229764,28088.745281815223
17273.216274982115,18605.89557435854,19938.574873734964,21271.254173111392,22603.933472487817,23936.612771864242,25269.29207124067,26601.971370617095,27934.65066999352
16713.523463178175,18082.972643652596,19452.42182412702,20821.871004601446,22191.320185075867,23560.769365550288,24930.218546024713,26299.667726499138,27669.11690697356
16635.803681653415,18062.912228087578,19490.020774521738,20917.1293209559,22344.23786739006,23771.346413824223,25198.454960258387,26625.563506692546,28052.67205312671
16287.583808260317,17756.27990728009,19224.976006299865,20693.672105319638,22162.36820433941,23631.064303359184,25099.76040237896,26568.456501398734,28037.152600418507
17296.935380740706,18685.044090264906,20073.152799789106,21461.261509313306,22849.370218837506,24237.478928361706,25625.587637885907,27013.696347410107,28401.805056934307
16658.715583622532,18077.127495353096,19495.539407083663,20913.951318814226,22332.36323054479,23750.775142275357,25169.18705400592,26587.598965736484,28006.01087746705
16389.920421261224,17787.4502552404,19184.98008921958,20582.50992319876,21980.03975717794,23377.569591157117,24775.099425136294,26172.62925911547,27570.15909309465
16380.6579252032,17791.17499731784,19201.69206943248,20612.209141547122,22022.72621366176,23433.243285776403,24843.760357891042,26254.277430005684,27664.794502120323
16026.891799811645,17489.12005187885,18951.34830394605,20413.576556013257,21875.80480808046,23338.033060147663,24800.26131221487,26262.48956428207,27724.717816349275
16259.700008565227,17638.87613725199,19018.052265938753,20397.228394625516,21776.404523312278,23155.580651999044,24534.756780685806,25913.93290937257,27293.10903805933
16423.509742922142,17916.26045707633,19409.011171230515,20901.761885384705,22394.51259953889,23887.263313693078,25380.014027847268,26872.764742001455,28365.51545615564
16487.327835152166,17877.19579219316,19267.063749234152,20656.931706275143,22046.79966331614,23436.667620357133,24826.535577398125,26216.403534439116,27606.27149148011
16109.564339630431,17552.978594234417,18996.392848838404,20439.80710344239,21883.221358046376,23326.63561265036,24770.049867254347,26213.464121858335,27656.87837646232
16465.534471915522,17808.674057808843,19151.813643702164,20494.953229595485,21838.092815488802,23181.232401382127,24524.371987275445,25867.511573168766,27210.651159062087
15794.981489685311,17288.854182492963,18782.726875300614,20276.599568108264,21770.472260915914,23264.344953723565,24758.217646531215,26252.09033933887,27745.96303214652
16133.389482016137,17538.39924176888,18943.409001521624,20348.41876127437,21753.428521027112,23158.438280779854,24563.4480405326,25968.457800285345,27373.467560038087
16443.12771588351,17888.746825172653,19334.36593446179,20779.985043750934,22225.604153040076,23671.22326232922,25116.84237161836,26562.4614809075,28008.08059019664
16318.323117673192,17778.512990810814,19238.702863948438,20698.89273708606,22159.082610223682,23619.272483361303,25079.462356498927,26539.65222963655,27999.84210277417
16180.38309807462,17643.97510232667,19107.567106578717,20571.15911083077,22034.751115082814,23498.343119334866,24961.935123586914,26425.527127838963,27889.11913209101
16437.690312600418,17810.788921530573,19183.887530460728,20556.986139390887,21930.084748321042,23303.183357251197,24676.281966181356,26049.38057511151,27422.479184041666
16155.56579889542,17553.884109121667,18952.202419347912,20350.520729574157,21748.8390398004,23147.157350026646,24545.475660252894,25943.79397047914,27342.112280705383
16362.72319100221,17812.305374689604,19261.887558377002,20711.4697420644,22161.051925751795,23610.63410943919,25060.21629312659,26509.798476813987,27959.38066050138
16253.694582184558,17639.411679046625,19025.12877590869,20410.845872770755,21796.562969632825,23182.280066494888,24567.997163356955,25953.71426021902,27339.43135708109
16619.296435102457,18048.32271243778,19477.348989773105,20906.37526710843,22335.401544443754,23764.427821779078,25193.454099114402,26622.480376449726,28051.50665378505
16302.180386506074,17789.399921090146,19276.619455674216,20763.838990258286,22251.058524842356,23738.278059426426,25225.4975940105,26712.71712859457,28199.93666317864
16243.336095304625,17700.077194185862,19156.818293067103,20613.55939194834,22070.300490829577,23527.041589710814,24983.78268859205,26440.523787473292,27897.26488635453
16588.707490217756,18020.13433596913,19451.561181720503,20882.988027471878,22314.41487322325,23745.841718974625,25177.268564726,26608.695410477376,28040.122256228748
16207.591577733196,17660.145152340367,19112.698726947536,20565.25230155471,22017.805876161878,23470.35945076905,24922.91302537622,26375.46659998339,27828.02017459056
16500.43943991184,17945.54764601009,19390.655852108343,20835.76405820659,22280.872264304842,23725.980470403094,25171.088676501342,26616.196882599594,28061.305088697845
16029.429113314764,17486.9417602979,18944.45440728104,20401.967054264176,21859.479701247314,23316.99234823045,24774.50499521359,26232.017642196726,27689.530289179864
16318.93510940407,17724.468696325494,19130.002283246915,20535.535870168336,21941.06945708976,23346.603044011183,24752.136630932604,26157.67021785403,27563.20380477545
16502.757041775112,17916.48953181692,19330.222021858724,20743.95451190053,22157.687001942337,23571.419491984143,24985.15198202595,26398.884472067755,27812.61696210956
16616.515140936004,17995.79655462992,19375.077968323836,20754.359382017756,22133.64079571167,23512.922209405588,24892.203623099507,26271.485036793423,27650.76645048734
16033.5132764413,17515.775056523195,18998.03683660509,20480.29861668698,21962.56039676888,23444.822176850772,24927.083956932667,26409.345737014562,27891.607517096458
16504.237791696207,17916.50640098261,19328.77501026901,20741.043619555414,22153.312228841816,23565.58083812822,24977.84944741462,26390.118056701023,27802.386665987426
16081.573950650354,17516.480100214514,18951.386249778676,20386.292399342838,21821.198548907,23256.10469847116,24691.010848035323,26125.916997599485,27560.823147163646
15847.863007367496,17340.932246106026,18834.001484844553,20327.07072358308,21820.13996232161,23313.209201060137,24806.278439798665,26299.347678537193,27792.41691727572
16140.184246789377,17552.312914678598,18964.44158256782,20376.570250457044,21788.698918346265,23200.827586235486,24612.956254124707,26025.084922013928,27437.21358990315
15647.908656463733,17128.543279026035,18609.177901588337,20089.81252415064,21570.44714671294,23051.081769275243,24531.716391837545,26012.351014399846,27492.98563696215
15883.925310980423,17308.475288934616,18733.025266888813,20157.575244843007,21582.1252227972,23006.675200751393,24431.225178705587,25855.775156659784,27280.325134613977
15260.21534345568,16688.2228739034,18116.230404351118,19544.237934798835,20972.245465246553,22400.25299569427,23828.26052614199,25256.268056589706,26684.275587037424
15317.975330683194,16785.57697178907,18253.178612894942,19720.78025400082,21188.381895106693,22655.98353621257,24123.585177318444,25591.18681842432,27058.788459530195
15458.856531596026,16852.905297538942,18246.954063481855,19641.002829424768,21035.051595367684,22429.1003613106,23823.149127253513,25217.197893196426,26611.246659139342
15211.496889925174,16594.569976033148,17977.64306214112,19360.716148249092,20743.789234357064,22126.862320465036,23509.935406573008,24893.008492680983,26276.081578788955
15282.629816207698,16665.963668447308,18049.297520686916,19432.631372926524,20815.965225166132,22199.29907740574,23582.632929645348,24965.966781884956,26349.300634124564
14806.579185701969,16321.187837589161,17835.79648947635,19350.405141363542,20865.013793250735,22379.622445137928,23894.23109702512,25408.83974891231,26923.4484007995
14659.400309348037,16091.428802768241,17523.457296188448,18955.48578960865,20387.514283028857,21819.54277644906,23251.571269869266,24683.599763289472,26115.628256709675
14619.75915201067,16065.51628748937,17511.27342296807,18957.030558446768,20402.787693925467,21848.544829404163,23294.301964882863,24740.059100361563,26185.816235840262
14410.772076648602,15873.38157494467,17335.991073240737,18798.600571536805,20261.210069832872,21723.81956812894,23186.429066425007,24649.038564721075,26111.648063017143
14706.291410654096,16128.539119480687,17550.78682830728,18973.03453713387,20395.28224596046,21817.529954787053,23239.777663613644,24662.025372440236,26084.273081266827
14190.12069384798,15627.37129682149,17064.621899794998,18501.872502768507,19939.123105742015,21376.373708715524,22813.624311689033,24250.87491466254,25688.12551763605
14284.072473590568,15706.114191967627,17128.155910344685,18550.19762872174,19972.2393470988,21394.281065475858,22816.322783852913,24238.36450222997,25660.40622060703
14100.106374991548,15532.447088431873,16964.787801872197,18397.128515312525,19829.46922875285,21261.809942193173,22694.1506556335,24126.491369073825,25558.83208251415
14508.476351959034,15884.855593127952,17261.23483429687,18637.614075465783,20013.993316634704,21390.372557803617,22766.751798972535,24143.131040141452,25519.51028131037
13829.800859344068,15290.371614508236,16750.942369672404,18211.513124836572,19672.08388000074,21132.65463516491,22593.22539032908,24053.79614549325,25514.366900657416
13861.86484371521,15312.00238553218,16762.13992734915,18212.27746916612,19662.41501098309,21112.55255280006,22562.69009461703,24012.827636434,25462.96517825097
13559.102729550685,14996.273873832415,16433.445018114147,17870.616162395876,19307.78730667761,20744.958450959337,22182.12959524107,23619.300739522798,25056.47188380453
14010.155575272833,15403.795439423795,16797.435303574755,18191.075167725718,19584.71503187668,20978.354896027642,22371.994760178604,23765.634624329567,25159.27448848053
14035.817216613548,15526.016931853082,17016.216647092617,18506.416362332155,19996.61607757169,21486.815792811223,22977.01550805076,24467.215223290295,25957.41493852983
14031.711032460264,15446.264679549779,16860.81832663929,18275.37197372881,19689.92562081832,21104.47926790784,22519.03291499735,23933.586562086864,25348.14020917638
14247.379939545075,15690.305247558503,17133.230555571932,18576.155863585358,20019.081171598787,21462.006479612217,22904.931787625646,24347.857095639076,25790.7824036525
13701.197667203764,15133.21305469962,16565.228442195476,17997.243829691335,19429.25921718719,20861.274604683047,22293.289992178907,23725.305379674763,25157.32076717062
14111.171755631658,15582.513748464085,17053.855741296513,18525.197734128942,19996.539726961368,21467.881719793797,22939.223712626226,24410.565705458655,25881.90769829108
13587.000024853529,15101.347249734687,16615.694474615844,18130.041699497,19644.38892437816,21158.73614925932,22673.083374140475,24187.43059902163,25701.77782390279
13964.66309339164,15321.801797907536,16678.94050242343,18036.079206939325,19393.21791145522,20750.356615971115,22107.49532048701,23464.634025002906,24821.7727295188
13715.422953776404,15137.086368927296,16558.749784078187,17980.413199229075,19402.076614379966,20823.740029530858,22245.403444681746,23667.066859832637,25088.73027498353
13686.207941084234,15096.146617324684,16506.085293565135,17916.02396980559,19325.96264604604,20735.90132228649,22145.839998526943,23555.778674767393,24965.717351007843
13522.287410695551,14988.102904410038,16453.918398124526,17919.733891839012,19385.5493855535,20851.364879267985,22317.18037298247,23782.995866696958,25248.811360411444
13775.46896118562,15181.172786975243,16586.87661276487,17992.580438554494,19398.284264344118,20803.988090133742,22209.691915923366,23615.395741712993,25021.099567502617
13122.650184397076,14622.273731415777,16121.897278434477,17621.520825453175,19121.144372471877,20620.767919490576,22120.391466509274,23620.015013527976,25119.638560546675
13250.29169269588,14627.5138047224,16004.735916748923,17381.958028775443,18759.180140801964,20136.402252828484,21513.624364855008,22890.84647688153,24268.06858890805
12961.747593483204,14415.229361388614,15868.711129294024,17322.192897199435,18775.674665104845,20229.156433010256,21682.63820091567,23136.11996882108,24589.60173672649
12864.447747248149,14320.976514454045,15777.505281659942,17234.03404886584,18690.562816071735,20147.09158327763,21603.62035048353,23060.149117689427,24516.67788489532
12891.426960729008,14276.696694832362,15661.966428935717,17047.236163039073,18432.505897142426,19817.77563124578,21203.045365349135,22588.31509945249,23973.584833555844
12703.012029031406,14161.339213911793,15619.666398792182,17077.99358367257,18536.320768552956,19994.647953433345,21452.975138313734,22911.30232319412,24369.629508074508
12458.287761948566,13867.522184524569,15276.75660710057,16685.99102967657,18095.225452252573,19504.459874828575,20913.694297404574,22322.928719980577,23732.16314255658
12004.473304566607,13423.366301301532,14842.259298036457,16261.152294771384,17680.045291506307,19098.938288241232,20517.83128497616,21936.724281711085,23355.61727844601
11841.101284111186,13222.968180555154,14604.83507699912,15986.701973443087,17368.568869887054,18750.435766331022,20132.302662774986,21514.169559218954,22896.03645566292
10967.619124534864,12417.223216525614,13866.827308516362,15316.43140050711,16766.03549249786,18215.63958448861,19665.24367647936,21114.847768470107,22564.451860460857
10854.803289339254,12263.661393048344,13672.519496757432,15081.377600466521,16490.23570417561,17899.0938078847,19307.951911593787,20716.81001530288,22125.668119011967
10694.566937790833,12076.191596052468,13457.816254314102,14839.440912575737,16221.06557083737,17602.690229099007,18984.31488736064,20365.939545622277,21747.56420388391
10518.19296931375,11955.868563366304,13393.544157418859,14831.219751471415,16268.89534552397,17706.570939576523,19144.24653362908,20581.922127681635,22019.59772173419
9779.252829297417,11287.941720062905,12796.630610828393,14305.319501593882,15814.00839235937,17322.697283124857,18831.386173890347,20340.075064655837,21848.763955421324
9510.006045786648,11004.292846377257,12498.579646967866,13992.866447558477,15487.153248149087,16981.440048739696,18475.726849330305,19970.013649920915,21464.300450511524
9704.614464574945,11044.042034707429,12383.469604839911,13722.897174972393,15062.324745104877,16401.75231523736,17741.179885369842,19080.607455502326,20420.03502563481
8993.559130715637,10471.01597607751,11948.472821439384,13425.929666801256,14903.386512163128,16380.843357525002,17858.300202886872,19335.75704824875,20813.21389361062
8850.422550739453,10222.769407112994,11595.116263486536,12967.463119860076,14339.809976233617,15712.15683260716,17084.5036889807,18456.850545354242,19829.197401727783
8452.583651114854,9883.300556789229,11314.017462463606,12744.73436813798,14175.451273812356,15606.168179486733,17036.885085161106,18467.601990835487,19898.31889650986
8734.858240434012,10115.767027992206,11496.6758155504,12877.584603108593,14258.493390666787,15639.40217822498,17020.310965783174,18401.219753341367,19782.12854089956
7583.876474723196,9055.569746352083,10527.26301798097,11998.956289609858,13470.649561238744,14942.342832867631,16414.036104496518,17885.729376125404,19357.42264775429
7690.199079469904,9204.25007724897,10718.301075028034,12232.352072807098,13746.403070586162,15260.454068365227,16774.50506614429,18288.556063923355,19802.60706170242
7438.070526618851,8862.584694826635,10287.098863034422,11711.613031242206,13136.127199449991,14560.641367657778,15985.155535865562,17409.66970407335,18834.183872281134
7660.719272655411,9001.618930909906,10342.5185891644,11683.418247418895,13024.31790567339,14365.217563927883,15706.117222182378,17047.016880436873,18387.916538691366
7595.383843344447,8992.139554608031,10388.895265871615,11785.6509771352,13182.406688398783,14579.162399662368,15975.918110925952,17372.673822189536,18769.42953345312
6813.362573506053,8245.48373828173,9677.604903057407,11109.726067833082,12541.847232608761,13973.968397384437,15406.089562160112,16838.21072693579,18270.331891711467
6713.4255415441685,8221.358499598697,9729.291457653224,11237.224415707751,12745.157373762278,14253.090331816806,15761.023289871333,17268.95624792586,18776.889205980387
6952.026836209729,8406.050992820652,9860.075149431575,11314.099306042499,12768.12346265342,14222.147619264346,15676.171775875267,17130.19593248619,18584.220089097114
6831.98861943289,8180.302578034065,9528.61653663524,10876.930495236416,12225.244453837591,13573.558412438766,14921.872371039943,16270.186329641117,17618.500288242292
6444.073121400101,7859.988944537549,9275.904767674998,10691.820590812447,12107.736413949897,13523.652237087344,14939.568060224794,16355.483883362242,17771.39970649969
6764.097542700437,8166.949562012019,9569.801581323602,10972.653600635182,12375.505619946765,13778.357639258345,15181.20965856993,16584.06167788151,17986.913697193093
6550.451357529699,7985.962653367759,9421.47394920582,10856.985245043881,12292.49654088194,13728.00783672,15163.519132558062,16599.030428396123,18034.541724234183
6550.369776204699,7915.175570412164,9279.98136461963,10644.787158827095,12009.59295303456,13374.398747242027,14739.204541449493,16104.010335656956,17468.816129864423
6473.493206088536,7868.336089294113,9263.178972499689,10658.021855705265,12052.864738910841,13447.707622116417,14842.550505321997,16237.393388527573,17632.23627173315
5901.468615545419,7371.750255238483,8842.031894931548,10312.31353462461,11782.595174317674,13252.876814010739,14723.158453703803,16193.440093396865,17663.72173308993
6349.770667139522,7738.498930908796,9127.22719467807,10515.955458447344,11904.683722216618,13293.411985985891,14682.140249755164,16070.868513524438,17459.59677729371
5847.861097254018,7272.989688176513,8698.118279099006,10123.246870021501,11548.375460943997,12973.50405186649,14398.632642788984,15823.76123371148,17248.889824633974
5768.848246470442,7185.480323936346,8602.112401402252,10018.744478868157,11435.37655633406,12852.008633799967,14268.64071126587,15685.272788731774,17101.90486619768
5496.0105317126645,6956.733357591582,8417.456183470498,9878.179009349416,11338.901835228335,12799.624661107251,14260.347486986167,15721.070312865086,17181.793138744004
5362.291321346106,6794.674549599635,8227.057777853164,9659.441006106692,11091.824234360221,12524.207462613751,13956.59069086728,15388.97391912081,16821.35714737434
5262.35067562273,6729.875428923926,8197.400182225123,9664.92493552632,11132.449688827517,12599.974442128714,14067.499195429908,15535.023948731105,17002.5487020323
4974.2910017560525,6383.215299255806,7792.139596755559,9201.063894255312,10609.988191755067,12018.912489254819,13427.836786754571,14836.761084254325,16245.68538175408
4916.248462600423,6278.774276013508,7641.3000894265915,9003.825902839675,10366.35171625276,11728.877529665842,13091.403343078928,14453.929156492013,15816.454969905095
4334.00215497507,5781.091254898622,7228.180354822172,8675.269454745725,10122.358554669274,11569.447654592826,13016.536754516379,14463.625854439928,15910.71495436348
4230.694228284234,5687.434532222189,7144.174836160144,8600.915140098099,10057.655444036052,11514.39574797401,12971.136051911963,14427.876355849918,15884.616659787873
4219.60347224969,5705.92734276644,7192.251213283191,8678.575083799942,10164.898954316694,11651.222824833443,13137.546695350195,14623.870565866944,16110.194436383696
4375.562191257976,5743.017036227724,7110.471881197473,8477.926726167221,9845.381571136968,11212.836416106718,12580.291261076465,13947.746106046212,15315.200951015962
4128.767910546721,5569.004686583489,7009.241462620257,8449.478238657026,9889.715014693793,11329.95179073056,12770.188566767329,14210.425342804097,15650.662118840864
3463.316338177192,4921.730237177073,6380.144136176954,7838.558035176834,9296.971934176716,10755.385833176595,12213.799732176476,13672.213631176357,15130.627530176238
3097.426917563275,4559.996311828234,6022.5657060931935,7485.135100358151,8947.70449462311,10410.27388888807,11872.843283153028,13335.412677417988,14797.982071682947
2921.297334833813,4347.8249945896205,5774.352654345428,7200.880314101236,8627.407973857044,10053.935633612851,11480.463293368659,12906.990953124467,14333.518612880274
2623.5296074012863,4048.3370033494293,5473.144399297572,6897.951795245715,8322.759191193858,9747.566587142,11172.373983090143,12597.181379038286,14021.988774986428
2434.7716217558395,3851.4619375147,5268.15225327356,6684.84256903242,8101.532884791281,9518.223200550141,10934.913516309001,12351.603832067862,13768.294147826722
2413.3275111160665,3784.2108740497383,5155.09423698341,6525.977599917082,7896.860962850754,9267.744325784424,10638.627688718097,12009.51105165177,13380.39441458544
2272.31074963364,3624.0965727571293,4975.882395880619,6327.668219004107,7679.454042127596,9031.239865251086,10383.025688374575,11734.811511498063,13086.597334621552
1549.741454385192,2952.7323705786266,4355.723286772061,5758.714202965496,7161.705119158931,8564.696035352365,9967.6869515458,11370.677867739236,12773.66878393267
1361.8315479386906,2767.5865964870795,4173.341645035469,5579.096693583857,6984.851742132247,8390.606790680635,9796.361839229025,11202.116887777414,12607.871936325802
1312.8267857429378,2773.634305356261,4234.441824969585,5695.249344582908,7156.056864196231,8616.864383809554,10077.671903422877,11538.4794230362,12999.286942649524
917.2397387728836,2365.8327599551494,3814.4257811374146,5263.018802319681,6711.611823501946,8160.204844684211,9608.797865866478,11057.390887048743,12505.983908231008
586.3188446660548,2051.4303299634357,3516.5418152608167,4981.653300558199,6446.764785855579,7911.87627115296,9376.987756450342,10842.099241747723,12307.210727045103
320.5094621913209,1773.4403020995662,3226.3711420078116,4679.301981916057,6132.232821824303,7585.1636617325485,9038.094501640793,10491.025341549039,11943.956181457284
483.1673802250496,1939.3739334001523,3395.5804865752552,4851.7870397503575,6307.993592925461,7764.200146100564,9220.406699275665,10676.613252450768,12132.819805625872
245.32362781562043,1694.171930342217,3143.0202328688133,4591.86853539541,6040.716837922006,7489.565140448602,8938.4134429752,10387.261745501795,11836.110048028391
86.10961500582698,1547.2728839270708,3008.4361528483146,4469.599421769559,5930.762690690803,7391.925959612046,8853.08922853329,10314.252497454534,11775.415766375778
-542.9033945977943,939.1920985430978,2421.28759168399,3903.3830848248817,5385.478577965774,6867.574071106666,8349.669564247559,9831.765057388451,11313.860550529344
-195.61626283519897,1250.8015587355364,2697.219380306272,4143.637201877008,5590.055023447743,7036.472845018478,8482.890666589214,9929.308488159948,11375.726309730684
-395.1067547562316,1032.9279195053005,2460.9625937668325,3888.9972680283645,5317.0319422898965,6745.0666165514285,8173.1012908129605,9601.13596507449,11029.170639336024
-511.0489365103475,971.0347182368865,2453.1183729841205,3935.202027731355,5417.285682478589,6899.369337225822,8381.452991973058,9863.536646720291,11345.620301467525
-293.3658809343763,1148.8109371815028,2590.9877552973817,4033.164573413261,5475.34139152914,6917.518209645019,8359.6950277609,9801.871845876778,11244.048663992657
-377.1278490721365,1019.0976381016724,2415.3231252754813,3811.5486124492904,5207.7740996231,6603.999586796908,8000.225073970718,9396.450561144526,10792.676048318335
-280.06259952034367,1146.5771765675927,2573.216952655529,3999.8567287434653,5426.496504831402,6853.136280919338,8279.776057007273,9706.415833095209,11133.055609183146
-643.6980697322059,842.3416554982501,2328.381380728706,3814.4211059591626,5300.460831189618,6786.500556420074,8272.540281650532,9758.580006880988,11244.619732111443
-806.2112082572556,623.154202906026,2052.5196140693074,3481.885025232589,4911.250436395871,6340.615847559152,7769.981258722434,9199.346669885716,10628.712081048998
-1023.6412336709692,415.68381534918,1855.0088643693293,3294.3339133894788,4733.658962409628,6172.984011429777,7612.309060449927,9051.634109470075,10490.959158490225
