RAIN_0,RAIN_1,RAIN_2,RAIN_3,RAIN_4,RAIN_5,RAIN_6,RAIN_7,RAIN_8,RAIN_9,RAIN_10,RAIN_11,RAIN_12
-3.1324739081141,-2.3620889938038703,-1.5917040794936408,-0.8213191651834113,-0.0509342508731816,0.7194506634370481,1.4898355777472774,2.2602204920575075,3.030605406367737,3.800990320677966,4.571375234988196,5.341760149298425,6.112145063608654
-3.21951684459091,-2.476679133953812,-1.7338414233167134,-0.991003712679615,-0.2481660020425167,0.49467170859458154,1.2375094192316802,1.9803471298687785,2.7231848405058767,3.466022551142975,4.208860261780073,4.951697972417172,5.694535683054271
-3.109976210976701,-2.3359728350359554,-1.5619694590952096,-0.7879660831544637,-0.013962707213718062,0.7600406687270276,1.5340440446677737,2.3080474206085193,3.082050796549265,3.8560541724900106,4.630057548430756,5.404060924371503,6.178064300312249
-2.8009008767858936,-2.031477363039969,-1.262053849294044,-0.4926303355481192,0.27679317819780547,1.0462166919437301,1.8156402056896552,2.58506371943558,3.3544872331815045,4.123910746927429,4.893334260673354,5.662757774419278,6.432181288165204
-3.172903466585316,-2.4047744378435447,-1.6366454091017733,-0.8685163803600018,-0.10038735161823054,0.6677416771235407,1.4358707058653124,2.203999734607083,2.972128763348855,3.7402577920906266,4.508386820832397,5.276515849574169,6.044644878315941
-3.189836889739857,-2.4268506400283965,-1.6638643903169361,-0.9008781406054758,-0.1378918908940152,0.6250943588174454,1.3880806085289055,2.1510668582403665,2.9140531079518266,3.6770393576632867,4.440025607374748,5.203011857086208,5.965998106797668
-3.4071787684568124,-2.629968333316431,-1.8527578981760502,-1.0755474630356692,-0.29833702789528793,0.4788734072450933,1.256083842385474,2.033294277525856,2.8105047126662366,3.5877151478066174,4.364925582946999,5.142136018087379,5.91934645322776
-3.243182854474844,-2.480607157764215,-1.7180314610535863,-0.9554557643429575,-0.1928800676323288,0.5696956290783,1.3322713257889287,2.0948470224995575,2.857422719210186,3.619998415920815,4.382574112631444,5.1451498093420724,5.907725506052701
-3.4560928768201613,-2.684420236627809,-1.9127475964354572,-1.1410749562431053,-0.36940231605075313,0.402270324141599,1.1739429643339507,1.9456156045263029,2.717288244718655,3.488960884911007,4.260633525103359,5.0323061652957115,5.803978805488063
-3.220243488633456,-2.474340515804419,-1.7284375429753822,-0.9825345701463455,-0.23663159731730854,0.5092713755117284,1.255174348340765,2.001077321169802,2.746980293998839,3.4928832668278758,4.238786239656912,4.98468921248595,5.730592185314986
-3.268834969995745,-2.519046257000276,-1.769257544004807,-1.019468831009338,-0.26968011801386904,0.48010859498159997,1.229897307977069,1.9796860209725375,2.729474733968007,3.4792634469634764,4.229052159958945,4.978840872954414,5.728629585949883
-3.465006313098336,-2.685057692449697,-1.9051090718010582,-1.1251604511524191,-0.34521183050378035,0.43473679014485844,1.2146854107934977,1.994634031442136,2.7745826520907753,3.5545312727394145,4.334479893388053,5.1144285140366925,5.894377134685332
-3.474379492967043,-2.687732711730116,-1.901085930493189,-1.114439149256262,-0.3277923680193351,0.4588544132175918,1.2455011944545191,2.032147975691446,2.818794756928373,3.6054415381652998,4.392088319402227,5.178735100639154,5.965381881876081
-3.581070257919845,-2.795705785781245,-2.0103413136426447,-1.224976841504044,-0.4396123693654439,0.34575210277315627,1.1311165749117569,1.9164810470503566,2.701845519188957,3.487209991327558,4.2725744634661575,5.057938935604757,5.843303407743359
-3.1814975991536643,-2.407839843176939,-1.634182087200214,-0.8605243312234889,-0.08686657524676367,0.6867911807299616,1.4604489367066864,2.234106692683412,3.007764448660137,3.7814222046368617,4.555079960613588,5.328737716590313,6.1023954725670375
-3.680668853169496,-2.900653944632419,-2.1206390360953424,-1.3406241275582653,-0.5606092190211882,0.2194056895158889,0.9994205980529656,1.7794355065900427,2.55945041512712,3.339465323664197,4.1194802322012745,4.899495140738351,5.679510049275427
-3.387996766267531,-2.601060945356561,-1.8141251244455912,-1.0271893035346213,-0.24025348262365132,0.5466823382873187,1.3336181591982883,2.1205539801092583,2.9074898010202284,3.6944256219311984,4.481361442842168,5.268297263753139,6.055233084664108
-3.5497811781129247,-2.781929469488284,-2.0140777608636435,-1.2462260522390034,-0.4783743436143628,0.28947736501027777,1.057329073634918,1.825180782259559,2.593032490884199,3.360884199508839,4.12873590813348,4.89658761675812,5.6644393253827605
-3.587458028124176,-2.8102846950542912,-2.033111361984406,-1.255938028914521,-0.4787646958446361,0.2984086372252488,1.0755819702951341,1.852755303365019,2.629928636434904,3.407101969504789,4.184275302574674,4.961448635644558,5.738621968714444
-3.410271101063869,-2.6254079885707946,-1.8405448760777203,-1.055681763584646,-0.27081865109157155,0.514044461401503,1.298907573894577,2.083770686387652,2.868633798880726,3.6534969113738,4.438360023866875,5.223223136359949,6.008086248853023
-3.5668317829518257,-2.805474829191927,-2.044117875432028,-1.2827609216721294,-0.5214039679122306,0.2399529858476681,1.0013099396075669,1.7626668933674656,2.5240238471273644,3.285380800887263,4.046737754647162,4.808094708407061,5.569451662166959
-3.253587252840344,-2.484073397339134,-1.7145595418379243,-0.9450456863367145,-0.17553183083550472,0.593982024665705,1.3634958801669148,2.133009735668125,2.9025235911693343,3.6720374466705437,4.441551302171754,5.211065157672964,5.980579013174173
-3.3495336314427586,-2.587751639051683,-1.8259696466606077,-1.0641876542695323,-0.30240566187845674,0.45937633051261884,1.221158322903694,1.98294031529477,2.744722307685845,3.5065043000769203,4.268286292467996,5.030068284859071,5.791850277250147
-3.3462924195776407,-2.570723695922414,-1.7951549722671873,-1.0195862486119607,-0.244017524956734,0.5315511986984927,1.3071199223537193,2.0826886460089464,2.8582573696641727,3.633826093319399,4.4093948169746255,5.1849635406298535,5.96053226428508
-3.2277879515108974,-2.4533434422923794,-1.6788989330738617,-0.904454423855344,-0.1300099146368261,0.6444345945816918,1.4188791038002093,2.1933236130187272,2.967768122237245,3.742212631455763,4.5166571406742815,5.2911016498927985,6.065546159111316
-2.945306775690691,-2.2134382128224095,-1.4815696499541275,-0.7497010870858456,-0.017832524217563872,0.7140360386507179,1.445904601519,2.1777731643872813,2.9096417272555635,3.6415102901238456,4.373378852992127,5.1052474158604095,5.837115978728692
-3.5672660245017163,-2.781763415251459,-1.9962608060012021,-1.210758196750945,-0.42525558750068804,0.360247021749569,1.145749630999826,1.9312522402500836,2.71675484950034,3.502257458750597,4.287760068000854,5.073262677251112,5.858765286501368
-3.256684270584269,-2.518873863117436,-1.7810634556506024,-1.043253048183769,-0.3054426407169357,0.4323677667498975,1.1701781742167312,1.9079885816835644,2.6457989891503977,3.383609396617231,4.121419804084065,4.859230211550898,5.597040619017731
-3.428562021703549,-2.6365783197010635,-1.8445946176985777,-1.0526109156960919,-0.2606272136936063,0.5313564883088793,1.3233401903113653,2.115323892313851,2.9073075943163365,3.699291296318822,4.491274998321307,5.283258700323794,6.07524240232628
-3.1585679845804595,-2.428366762613739,-1.6981655406470184,-0.967964318680298,-0.23776309671357732,0.49243812525314334,1.2226393472198636,1.9528405691865842,2.683041791153305,3.4132430131200255,4.143444235086746,4.873645457053467,5.603846679020187
-3.2057011984949546,-2.4474916869687013,-1.6892821754424479,-0.9310726639161944,-0.1728631523899411,0.5853463591363122,1.3435558706625659,2.101765382188819,2.8599748937150724,3.6181844052413257,4.376393916767579,5.134603428293833,5.892812939820086
-3.4957297107478764,-2.703776736640162,-1.9118237625324477,-1.1198707884247332,-0.32791781431701894,0.4640351597906953,1.25598813389841,2.047941108006124,2.8398940821138385,3.6318470562215532,4.423800030329267,5.215753004436981,6.0077059785446965
-3.14920178262345,-2.379240418785782,-1.6092790549481133,-0.8393176911104447,-0.06935632727277641,0.7006050365648919,1.4705664004025607,2.2405277642402286,3.0104891280778974,3.780450491915566,4.550411855753234,5.320373219590902,6.090334583428572
-3.218983944713261,-2.4425763582538322,-1.6661687717944036,-0.889761185334975,-0.11335359887554608,0.6630539875838828,1.4394615740433112,2.2158691605027405,2.992276746962169,3.7686843334215974,4.545091919881027,5.321499506340456,6.0979070927998835
-3.0715190042599407,-2.3189956804302025,-1.5664723566004644,-0.8139490327707262,-0.06142570894098798,0.6910976148887502,1.4436209387184884,2.1961442625482266,2.9486675863779648,3.701190910207703,4.453714234037442,5.20623755786718,5.958760881696918
-3.2253961518373475,-2.4605277275931146,-1.6956593033488818,-0.9307908791046491,-0.16592245486041612,0.5989459693838168,1.3638143936280493,2.1286828178722828,2.8935512421165153,3.658419666360748,4.423288090604981,5.188156514849213,5.953024939093446
-3.4892961605699524,-2.6900111303612704,-1.8907261001525884,-1.0914410699439063,-0.2921560397352243,0.5071289904734577,1.3064140206821397,2.1056990508908218,2.904984081099504,3.704269111308186,4.503554141516868,5.302839171725549,6.102124201934232
-3.269541500370122,-2.4972585326907204,-1.724975565011319,-0.9526925973319176,-0.18040962965251595,0.5918733380268857,1.3641563057062869,2.136439273385689,2.90872224106509,3.6810052087444913,4.453288176423893,5.225571144103295,5.997854111782695
