VAP_0,VAP_1,VAP_2,VAP_3,VAP_4,VAP_5,VAP_6,VAP_7,VAP_8
0.077536793661822,0.15735624761171754,0.23717570156161308,0.3169951555115086,0.3968146094614041,0.47663406341129966,0.5564535173611952,0.6362729713110907,0.7160924252609863
0.0660918544394787,0.1480591420725848,0.23002642970569093,0.311993717338797,0.3939610049719031,0.47592829260500924,0.5578955802381154,0.6398628678712215,0.7218301555043276
0.0850088931836391,0.16544542215804914,0.2458819511324592,0.32631848010686926,0.40675500908127926,0.4871915380556894,0.5676280670300994,0.6480645960045095,0.7285011249789195
0.0917085620770135,0.1736672335339844,0.2556259049909553,0.3375845764479261,0.419543247904897,0.5015019193618679,0.5834605908188387,0.6654192622758096,0.7473779337327805
0.0805160578031507,0.16315109828443342,0.2457861387657161,0.3284211792469988,0.4110562197282815,0.49369126020956416,0.5763263006908469,0.6589613411721297,0.7415963816534124
0.1048871759299381,0.18169572405445988,0.25850427217898164,0.3353128203035034,0.41212136842802516,0.4889299165525469,0.5657384646770688,0.6425470128015905,0.7193555609261123
0.0958149895237903,0.17757283280077446,0.2593306760777586,0.3410885193547427,0.42284636263172687,0.504604205908711,0.5863620491856951,0.6681198924626793,0.7498777357396634
0.0922577194756717,0.17596229476566194,0.25966687005565214,0.3433714453456424,0.4270760206356326,0.5107805959256229,0.5944851712156132,0.6781897465056034,0.7618943217955936
0.1318279051153872,0.21246914764036676,0.29311039016534635,0.37375163269032585,0.45439287521530547,0.535034117740285,0.6156753602652646,0.6963166027902441,0.7769578453152237
0.147431084547054,0.22590379511468234,0.30437650568231067,0.38284921624993895,0.4613219268175673,0.5397946373851956,0.6182673479528239,0.6967400585204523,0.7752127690880806
0.1557334783193114,0.2349433370890926,0.3141531958588738,0.39336305462865495,0.47257291339843616,0.5517827721682174,0.6309926309379985,0.7102024897077798,0.7894123484775609
0.1294074456101985,0.21461166039772195,0.2998158751852454,0.3850200899727688,0.47022430476029226,0.5554285195478157,0.6406327343353391,0.7258369491228627,0.811041163910386
0.1676335368799641,0.24724427259105725,0.3268550083021504,0.40646574401324354,0.48607647972433665,0.5656872154354298,0.645297951146523,0.7249086868576161,0.8045194225687092
0.150215585285563,0.23174548667049705,0.3132753880554311,0.3948052894403652,0.47633519082529924,0.5578650922102333,0.6393949935951674,0.7209248949801014,0.8024547963650355
0.1720922642303786,0.2519458131697363,0.33179936210909405,0.4116529110484518,0.4915064599878095,0.5713600089271672,0.651213557866525,0.7310671068058827,0.8109206557452404
0.1913786588053115,0.27319357663667543,0.3550084944680393,0.43682341229940325,0.5186383301307671,0.6004532479621311,0.6822681657934949,0.7640830836248589,0.8458980014562227
0.2325776827353061,0.31045435185707426,0.3883310209788425,0.4662076901006107,0.5440843592223789,0.621961028344147,0.6998376974659153,0.7777143665876834,0.8555910357094516
0.2267696685881879,0.3052816521787562,0.38379363576932446,0.4623056193598928,0.5408176029504611,0.6193295865410294,0.6978415701315976,0.776353553722166,0.8548655373127343
0.2201325492364888,0.29981659001921,0.3795006308019313,0.4591846715846525,0.5388687123673738,0.618552753150095,0.6982367939328162,0.7779208347155374,0.8576048754982587
0.2380992246589593,0.31683524717843276,0.3955712696979062,0.47430729221737966,0.5530433147368531,0.6317793372563265,0.7105153597757999,0.7892513822952734,0.8679874048147468
0.2475409235856959,0.32863557954880757,0.4097302355119192,0.49082489147503094,0.5719195474381427,0.6530142034012543,0.734108859364366,0.8152035153274776,0.8962981712905893
0.2504848516184023,0.335461160810417,0.42043747000243176,0.5054137791944465,0.5903900883864612,0.6753663975784759,0.7603427067704908,0.8453190159625055,0.9302953251545202
0.2792840563968893,0.36005619009349676,0.4408283237901042,0.5216004574867117,0.6023725911833191,0.6831447248799266,0.7639168585765341,0.8446889922731415,0.9254611259697489
0.2985874909301635,0.3803923058636011,0.46219712079703873,0.5440019357304764,0.625806750663914,0.7076115655973516,0.7894163805307892,0.8712211954642268,0.9530260103976644
0.2984733285441149,0.38212909564089714,0.4657848627376794,0.5494406298344616,0.6330963969312439,0.7167521640280261,0.8004079311248083,0.8840636982215906,0.9677194653183728
0.3304181586484775,0.411278927303842,0.49213969595920654,0.573000464614571,0.6538612332699356,0.7347220019253,0.8155827705806646,0.896443539236029,0.9773043078913937
0.3245831582980803,0.41017036212764046,0.49575756595720066,0.5813447697867609,0.6669319736163211,0.7525191774458813,0.8381063812754412,0.9236935851050014,1.0092807889345616
0.3349114883923034,0.4192096276424129,0.5035077668925223,0.5878059061426318,0.6721040453927414,0.7564021846428508,0.8407003238929602,0.9249984631430699,1.0092966023931793
0.3864330453577357,0.46637409171142535,0.546315138065115,0.6262561844188046,0.7061972307724942,0.7861382771261839,0.8660793234798735,0.9460203698335632,1.0259614161872528
0.370788315198265,0.45276355852487327,0.5347388018514815,0.6167140451780897,0.698689288504698,0.7806645318313061,0.8626397751579145,0.9446150184845228,1.0265902618111309
0.4179062535046772,0.49797018112556546,0.5780341087464537,0.6580980363673419,0.7381619639882302,0.8182258916091183,0.8982898192300066,0.9783537468508949,1.058417674471783
0.410757410726798,0.4925400208400943,0.5743226309533906,0.6561052410666869,0.7378878511799831,0.8196704612932795,0.9014530714065758,0.983235681519872,1.0650182916331683
0.4302867829409662,0.5096582791623073,0.5890297753836484,0.6684012716049895,0.7477727678263306,0.8271442640476718,0.9065157602690129,0.985887256490354,1.0652587527116952
0.4319497920630488,0.5128986360412149,0.5938474800193809,0.674796323997547,0.755745167975713,0.836694011953879,0.9176428559320452,0.9985916999102114,1.0795405438883774
0.4371807059668085,0.5166736356977744,0.5961665654287401,0.6756594951597059,0.7551524248906718,0.8346453546216375,0.9141382843526034,0.9936312140835692,1.073124143814535
0.451765958034189,0.5353827693309179,0.6189995806276467,0.7026163919243755,0.7862332032211043,0.8698500145178332,0.953466825814562,1.0370836371112908,1.1207004484080196
0.4816384592574108,0.5593050958736109,0.636971732489811,0.7146383691060111,0.7923050057222112,0.8699716423384113,0.9476382789546114,1.0253049155708114,1.1029715521870116
0.4921481096040618,0.5760512242694394,0.6599543389348171,0.7438574536001947,0.8277605682655724,0.9116636829309501,0.9955667975963278,1.0794699122617055,1.1633730269270832
0.5170781915795746,0.5951766001525568,0.673275008725539,0.7513734172985214,0.8294718258715036,0.9075702344444858,0.9856686430174681,1.0637670515904505,1.1418654601634326
0.5138214093692991,0.5971168594555847,0.6804123095418702,0.7637077596281557,0.8470032097144413,0.9302986598007268,1.0135941098870123,1.096889559973298,1.1801850100595834
0.5072796645184064,0.5906236464816452,0.6739676284448839,0.7573116104081227,0.8406555923713614,0.9239995743346001,1.007343556297839,1.0906875382610774,1.1740315202243163
0.521305955322429,0.6039241966951239,0.6865424380678188,0.7691606794405137,0.8517789208132087,0.9343971621859035,1.0170154035585985,1.0996336449312936,1.1822518863039884
0.5379309876779348,0.6212022460713522,0.7044735044647696,0.7877447628581871,0.8710160212516045,0.9542872796450219,1.0375585380384393,1.1208297964318568,1.2041010548252742
0.5445285166198459,0.6273608867874245,0.7101932569550031,0.7930256271225818,0.8758579972901605,0.9586903674577391,1.0415227376253178,1.1243551077928964,1.207187477960475
0.5779932560341857,0.6558284741732135,0.7336636923122414,0.8114989104512691,0.8893341285902969,0.9671693467293248,1.0450045648683526,1.1228397830073804,1.2006750011464082
0.5994833923825058,0.6774419146716749,0.755400436960844,0.8333589592500132,0.9113174815391824,0.9892760038283515,1.0672345261175207,1.1451930484066897,1.223151570695859
0.6043526290243025,0.6844052252301858,0.764457821436069,0.8445104176419522,0.9245630138478356,1.0046156100537187,1.084668206259602,1.1647208024654851,1.2447733986713685
0.5992250231292713,0.6806450490999447,0.7620650750706183,0.8434851010412918,0.9249051270119653,1.0063251529826387,1.0877451789533121,1.1691652049239858,1.2505852308946592
0.6155184967766253,0.6951059317112284,0.7746933666458315,0.8542808015804346,0.9338682365150377,1.0134556714496408,1.0930431063842438,1.1726305413188471,1.2522179762534502
0.614214124716344,0.6975290923332552,0.7808440599501665,0.8641590275670776,0.9474739951839889,1.0307889628009002,1.1141039304178113,1.1974188980347225,1.2807338656516338
0.6272254442496904,0.7106474856583644,0.7940695270670384,0.8774915684757124,0.9609136098843865,1.0443356512930604,1.1277576927017345,1.2111797341104085,1.2946017755190824
0.6749781336962439,0.7530191779083302,0.8310602221204165,0.9091012663325029,0.9871423105445891,1.0651833547566754,1.1432243989687616,1.221265443180848,1.2993064873929343
0.6864533463528817,0.7666478756238279,0.846842404894774,0.9270369341657203,1.0072314634366664,1.0874259927076126,1.167620521978559,1.2478150512495052,1.3280095805204513
0.691470907406206,0.7728869666929784,0.8543030259797508,0.9357190852665233,1.0171351445532957,1.098551203840068,1.1799672631268405,1.261383322413613,1.3427993817003854
0.7174951693826528,0.7982028211549741,0.8789104729272955,0.9596181246996169,1.0403257764719382,1.1210334282442596,1.201741080016581,1.2824487317889024,1.3631563835612237
0.693048430847419,0.7758563697211139,0.8586643085948089,0.9414722474685039,1.0242801863421989,1.1070881252158937,1.1898960640895888,1.272704002963284,1.3555119418369788
0.7456633990004315,0.8249107362239804,0.9041580734475292,0.983405410671078,1.0626527478946268,1.1419000851181758,1.2211474223417245,1.3003947595652732,1.379642096788822
0.7550115133476399,0.8347866062000064,0.9145616990523728,0.9943367919047393,1.0741118847571058,1.1538869776094722,1.2336620704618388,1.3134371633142052,1.3932122561665716
0.7989896532011648,0.876009470147344,0.9530292870935233,1.0300491040397026,1.1070689209858817,1.184088737932061,1.2611085548782404,1.3381283718244195,1.4151481887705988
0.8157410758649098,0.8922852466729995,0.9688294174810891,1.0453735882891788,1.1219177590972684,1.198461929905358,1.2750061007134477,1.3515502715215373,1.428094442329627
0.8204471136647026,0.8991923405028505,0.9779375673409983,1.0566827941791463,1.1354280210172942,1.2141732478554421,1.29291847469359,1.3716637015317379,1.4504089283698858
0.8185212925598164,0.9000331494320852,0.981545006304354,1.0630568631766228,1.1445687200488917,1.2260805769211605,1.3075924337934293,1.389104290665698,1.4706161475379669
0.8414193165953252,0.922901406211923,1.0043834958285207,1.0858655854451185,1.1673476750617162,1.2488297646783142,1.330311854294912,1.4117939439115097,1.4932760335281074
0.868888502184214,0.9508085088443143,1.0327285155044148,1.114648522164515,1.1965685288246155,1.2784885354847157,1.3604085421448162,1.4423285488049165,1.524248555465017
0.8882999364470093,0.9687289731226828,1.0491580097983562,1.1295870464740296,1.210016083149703,1.2904451198253766,1.37087415650105,1.4513031931767235,1.531732229852397
0.8944203616699501,0.9739051082441194,1.0533898548182885,1.1328746013924578,1.212359347966627,1.2918440945407963,1.3713288411149656,1.4508135876891348,1.530298334263304
0.8997175568108084,0.9823761315777362,1.065034706344664,1.1476932811115916,1.2303518558785194,1.313010430645447,1.3956690054123746,1.4783275801793023,1.56098615494623
0.9202835490292354,1.001985242857498,1.0836869366857604,1.1653886305140229,1.2470903243422855,1.3287920181705482,1.4104937119988106,1.492195405827073,1.5738970996553356
0.9301939735173308,1.0098093268871882,1.0894246802570458,1.1690400336269033,1.2486553869967607,1.328270740366618,1.4078860937364757,1.4875014471063333,1.5671168004761906
0.934781273473675,1.0169841352552333,1.0991869970367916,1.1813898588183498,1.263592720599908,1.3457955823814662,1.4279984441630245,1.5102013059445827,1.592404167726141
0.9433287534908384,1.0239503211223193,1.1045718887538,1.185193456385281,1.2658150240167618,1.3464365916482426,1.4270581592797233,1.507679726911204,1.588301294542685
0.9668440195314244,1.043944731454668,1.1210454433779113,1.1981461553011548,1.2752468672243982,1.3523475791476416,1.429448291070885,1.5065490029941284,1.5836497149173718
0.9880301757550292,1.067812566482675,1.1475949572103206,1.2273773479379664,1.3071597386656122,1.386942129393258,1.4667245201209038,1.5465069108485494,1.6262893015761952
0.9798042622336836,1.0625858492880609,1.1453674363424382,1.2281490233968155,1.3109306104511926,1.39371219750557,1.4764937845599473,1.5592753716143246,1.642056958668702
1.014444726510778,1.0908083455156303,1.1671719645204826,1.2435355835253348,1.319899202530187,1.3962628215350392,1.4726264405398914,1.5489900595447437,1.625353678549596
0.9943616929192352,1.0756418575101017,1.156922022100968,1.2382021866918345,1.319482351282701,1.4007625158735675,1.482042680464434,1.5633228450553003,1.6446030096461668
0.9929860762723508,1.0758943834397006,1.1588026906070503,1.2417109977744,1.3246193049417498,1.4075276121090998,1.4904359192764496,1.5733442264437993,1.656252533611149
1.0089273468650135,1.0919754741217542,1.175023601378495,1.2580717286352356,1.3411198558919764,1.424167983148717,1.5072161104054578,1.5902642376621985,1.6733123649189392
1.0284780956976272,1.106618291748033,1.1847584877984387,1.2628986838488445,1.34103887989925,1.419179075949656,1.4973192720000617,1.5754594680504674,1.6535996641008732
1.015448813762969,1.0968532571985825,1.1782577006341963,1.25966214406981,1.3410665875054235,1.422471030941037,1.5038754743766507,1.5852799178122645,1.666684361247878
1.0273223208437965,1.1107638014232468,1.194205282002697,1.2776467625821473,1.3610882431615976,1.4445297237410477,1.527971204320498,1.6114126848999484,1.6948541654793985
1.0159121863842229,1.0985196974683915,1.1811272085525601,1.2637347196367288,1.3463422307208974,1.428949741805066,1.5115572528892345,1.5941647639734031,1.6767722750575718
1.0319931715930364,1.1115806893952334,1.19116820719743,1.270755724999627,1.350343242801824,1.4299307606040208,1.5095182784062178,1.5891057962084147,1.6686933140106115
1.0084631247047549,1.08535251146552,1.1622418982262854,1.2391312849870506,1.316020671747816,1.3929100585085812,1.4697994452693464,1.5466888320301115,1.623578218790877
1.039065315194159,1.1177244813057576,1.1963836474173564,1.275042813528955,1.3537019796405538,1.4323611457521526,1.5110203118637513,1.58967947797535,1.6683386440869488
1.036702917201715,1.1157199431950628,1.1947369691884107,1.2737539951817585,1.3527710211751063,1.431788047168454,1.5108050731618017,1.5898220991551495,1.6688391251484973
0.9981543542791422,1.0822285407909416,1.1663027273027409,1.2503769138145402,1.3344511003263393,1.4185252868381388,1.502599473349938,1.5866736598617373,1.6707478463735366
1.0254301444885052,1.1072019960502486,1.188973847611992,1.2707456991737354,1.3525175507354787,1.4342894022972223,1.5160612538589657,1.597833105420709,1.6796049569824525
1.0332402412026702,1.112427182286039,1.191614123369408,1.2708010644527767,1.3499880055361455,1.4291749466195145,1.5083618877028833,1.587548828786252,1.666735769869621
1.0457099717882348,1.1234362546407526,1.2011625374932704,1.2788888203457882,1.356615103198306,1.434341386050824,1.5120676689033419,1.5897939517558597,1.6675202346083775
1.027105099867475,1.106936672031565,1.1867682441956549,1.266599816359745,1.3464313885238348,1.426262960687925,1.506094532852015,1.5859261050161049,1.665757677180195
1.0316518484345916,1.111832574395953,1.1920133003573143,1.2721940263186757,1.3523747522800371,1.4325554782413987,1.5127362042027601,1.5929169301641215,1.673097656125483
1.0349735926907957,1.1157678939518891,1.1965621952129823,1.2773564964740758,1.3581507977351692,1.4389450989962627,1.519739400257356,1.6005337015184493,1.6813280027795428
1.047753206941784,1.1268844371463573,1.2060156673509308,1.285146897555504,1.3642781277600773,1.4434093579646508,1.522540588169224,1.6016718183737972,1.6808030485783707
1.0398802833319725,1.1218356430723804,1.203791002812788,1.285746362553196,1.3677017222936039,1.4496570820340116,1.5316124417744195,1.6135678015148271,1.695523161255235
1.0401843565247464,1.121769604176572,1.2033548518283976,1.2849400994802231,1.3665253471320487,1.4481105947838742,1.5296958424356997,1.6112810900875254,1.692866337739351
1.0267948844915484,1.111726783506237,1.1966586825209253,1.281590581535614,1.3665224805503025,1.451454379564991,1.5363862785796796,1.621318177594368,1.7062500766090565
1.044693091600292,1.126528751813435,1.2083644120265782,1.2902000722397216,1.3720357324528647,1.4538713926660078,1.5357070528791512,1.6175427130922944,1.6993783733054375
1.0801391872941566,1.1583573114702923,1.236575435646428,1.314793559822564,1.3930116839986997,1.4712298081748354,1.5494479323509713,1.627666056527107,1.7058841807032428
1.0402742034227912,1.1206410786965393,1.2010079539702874,1.2813748292440352,1.3617417045177833,1.4421085797915314,1.5224754550652793,1.6028423303390273,1.6832092056127754
1.0857109768501827,1.165084562652697,1.2444581484552113,1.3238317342577255,1.40320532006024,1.4825789058627543,1.5619524916652685,1.6413260774677827,1.720699663270297
1.0795818546414528,1.1641508354207712,1.2487198162000896,1.3332887969794078,1.4178577777587262,1.5024267585380446,1.5869957393173628,1.6715647200966812,1.7561337008759996
1.1024295089483205,1.1830728533453276,1.263716197742335,1.3443595421393422,1.4250028865363493,1.5056462309333565,1.5862895753303636,1.666932919727371,1.7475762641243782
1.090364477837756,1.1709101911648174,1.251455904491879,1.3320016178189404,1.412547331146002,1.4930930444730635,1.573638757800125,1.6541844711271865,1.734730184454248
