TMAX_0,TMAX_1,TMAX_2,TMAX_3,TMAX_4,TMAX_5,TMAX_6,TMAX_7,TMAX_8
-6.737737968804069,-5.038216917152601,-3.3386958655011334,-1.6391748138496656,0.06034623780180226,1.75986728945327,3.459388341104738,5.158909392756206,6.858430444407674
-6.368527395264362,-4.744007434477645,-3.119487473690928,-1.4949675129042115,0.12955244788250564,1.7540724086692219,3.378592369455939,5.003112330242656,6.627632291029373
-5.955416344085473,-4.329721979547894,-2.7040276150103146,-1.0783332504727356,0.5473611140648433,2.173055478602423,3.7987498431400013,5.424444207677579,7.050138572215159
-5.152547406632858,-3.6347828404173472,-2.117018274201836,-0.5992537079863256,0.9185108582291859,2.4362754244446974,3.954039990660207,5.4718045568757185,6.98956912309123
-5.404498227156005,-3.8382053966112846,-2.2719125660665638,-0.705619735521843,0.8606730950228778,2.4269659255675986,3.9932587561123194,5.559551586657039,7.125844417201761
-5.118043565488165,-3.4891420575358016,-1.8602405495834384,-0.23133904163107566,1.397562466321288,3.0264639742736517,4.6553654822260135,6.284266990178377,7.913168498130741
-5.15378031246266,-3.506466577203908,-1.8591528419451553,-0.21183910668640227,1.4354746285723499,3.082788363831102,4.730102099089856,6.377415834348608,8.02472956960736
-5.121728298964388,-3.469297742696079,-1.8168671864277695,-0.16443663015945997,1.4879939261088495,3.14042448237716,4.7928550386454685,6.445285594913777,8.097716151182087
-5.07477281188312,-3.39014117249506,-1.705509533107,-0.02087789371894022,1.66375374566912,3.3483853850571794,5.03301702444524,6.7176486638333,8.40228030322136
-3.9488088049527104,-2.3827466002766062,-0.8166843956005021,0.749377809075602,2.315440013751706,3.8815022184278103,5.447564423103914,7.0136266277800186,8.579688832456123
-3.642168610749737,-2.039172526921399,-0.43617644309306147,1.1668196407352767,2.769815724563614,4.372811808391951,5.97580789222029,7.578803976048627,9.181800059876965
-3.993095638240911,-2.369096455959797,-0.7450972736786832,0.8789019086024306,2.5029010908835447,4.126900273164658,5.750899455445772,7.374898637726886,8.998897820008
-3.5952161744986606,-1.975791517392555,-0.3563668602864496,1.2630577968196564,2.8824824539257614,4.5019071110318665,6.121331768137973,7.740756425244078,9.360181082350184
-3.445230038051593,-1.8187309600056305,-0.192231881959668,1.4342671960862945,3.060766274132257,4.687265352178221,6.313764430224182,7.940263508270144,9.566762586316107
-2.7957482951242287,-1.1942528328548367,0.40724262941455525,2.008738091683947,3.6102335539533392,5.211729016222732,6.813224478492122,8.414719940761515,10.016215403030907
-2.7960339276894874,-1.178017221942832,0.4399994838038235,2.0580161895504787,3.6760328952971344,5.29404960104379,6.912066306790445,8.530083012537101,10.148099718283756
-2.372089192667093,-0.7582521378364788,0.8555849169941352,2.469421971824749,4.083259026655363,5.697096081485978,7.310933136316591,8.924770191147203,10.538607245977818
-1.9198508064570687,-0.2544994655519459,1.410851875353177,3.0762032162582997,4.741554557163423,6.406905898068546,8.072257238973668,9.737608579878792,11.402959920783914
-1.0948138597697332,0.48876131676742296,2.0723364933045794,3.6559116698417355,5.239486846378892,6.823062022916048,8.406637199453204,9.99021237599036,11.573787552527516
-1.4100735578003856,0.2485624021756836,1.9071983621517528,3.5658343221278224,5.224470282103891,6.883106242079959,8.54174220205603,10.200378162032099,11.859014122008167
-1.1090560628942088,0.5304372021304706,2.16993046715515,3.8094237321798294,5.448916997204509,7.088410262229188,8.727903527253869,10.367396792278548,12.006890057303227
-0.2628918802813637,1.380384524524588,3.02366092933054,4.666937334136492,6.310213738942443,7.953490143748395,9.596766548554347,11.240042953360298,12.88331935816625
-0.1863778646889169,1.425301370376433,3.036980605441783,4.648659840507133,6.260339075572483,7.872018310637832,9.483697545703183,11.095376780768534,12.707056015833883
0.5403069180663241,2.1856522632516184,3.830997608436913,5.476342953622208,7.121688298807502,8.767033643992796,10.412378989178091,12.057724334363385,13.70306967954868
0.6233235162808478,2.256550216429529,3.8897769165782097,5.52300361672689,7.156230316875571,8.789457017024253,10.422683717172934,12.055910417321615,13.689137117470295
1.1471113819557526,2.7910448599412714,4.43497833792679,6.07891181591231,7.722845293897828,9.366778771883347,11.010712249868867,12.654645727854385,14.298579205839903
1.6690081090579223,3.225852881211584,4.782697653365245,6.339542425518907,7.896387197672569,9.45323196982623,11.01007674197989,12.566921514133552,14.123766286287214
2.1687991579914367,3.8380026064890185,5.5072060549866,7.176409503484182,8.845612951981764,10.514816400479345,12.184019848976927,13.853223297474509,15.52242674597209
2.6250959920738786,4.314652031953892,6.004208071833905,7.693764111713918,9.383320151593932,11.072876191473945,12.762432231353959,14.451988271233972,16.141544311113986
3.0590270070392425,4.702025978254049,6.345024949468856,7.988023920683662,9.631022891898468,11.274021863113274,12.917020834328081,14.560019805542888,16.203018776757695
3.4167905565254824,5.047836512961808,6.678882469398134,8.30992842583446,9.940974382270788,11.572020338707114,13.20306629514344,14.834112251579766,16.465158208016092
3.837886825905868,5.449473367764353,7.0610599096228395,8.672646451481326,10.284232993339812,11.895819535198296,13.507406077056782,15.118992618915268,16.730579160773754
4.283106343696562,5.965748416378329,7.648390489060095,9.33103256174186,11.013674634423626,12.696316707105392,14.378958779787162,16.061600852468928,17.744242925150694
4.487368452938554,6.085656007491918,7.683943562045283,9.282231116598648,10.880518671152013,12.478806225705377,14.077093780258743,15.675381334812107,17.27366888936547
5.729014358203746,7.279558495990413,8.83010263377708,10.380646771563747,11.931190909350413,13.48173504713708,15.032279184923748,16.582823322710414,18.13336746049708
5.84613989598092,7.35480349494617,8.863467093911419,10.37213069287667,11.88079429184192,13.389457890807169,14.898121489772418,16.406785088737667,17.915448687702916
5.921869596240876,7.582412340235045,9.242955084229214,10.903497828223383,12.564040572217554,14.224583316211723,15.885126060205891,17.545668804200062,19.20621154819423
6.747486809070194,8.30119944337275,9.854912077675309,11.408624711977865,12.962337346280421,14.516049980582979,16.069762614885533,17.623475249188093,19.17718788349065
6.71290171140986,8.297368834938808,9.881835958467757,11.466303081996706,13.050770205525655,14.635237329054604,16.219704452583553,17.804171576112502,19.38863869964145
6.978307714151468,8.68060604138892,10.382904368626372,12.085202695863824,13.787501023101274,15.489799350338727,17.19209767757618,18.89439600481363,20.596694332051083
7.362010276745314,9.006785145506692,10.651560014268071,12.296334883029449,13.941109751790826,15.585884620552205,17.23065948931358,18.875434358074962,20.52020922683634
7.711018815054009,9.28967577077496,10.86833272649591,12.44698968221686,14.025646637937811,15.60430359365876,17.18296054937971,18.76161750510066,20.34027446082161
7.924839531512714,9.56710459471601,11.209369657919307,12.851634721122604,14.493899784325901,16.136164847529198,17.778429910732495,19.42069497393579,21.06296003713909
8.379479452475026,10.052744126494083,11.726008800513142,13.3992734745322,15.072538148551256,16.745802822570315,18.41906749658937,20.09233217060843,21.76559684462749
8.888481693319799,10.553624413407714,12.218767133495628,13.883909853583544,15.54905257367146,17.214195293759374,18.87933801384729,20.544480733935202,22.20962345402312
8.573577129863857,10.194637825289858,11.81569852071586,13.436759216141859,15.05781991156786,16.67888060699386,18.29994130241986,19.921001997845863,21.542062693271863
9.177036251046466,10.871316685177005,12.565597119307544,14.259877553438084,15.954157987568623,17.64843842169916,19.342718855829702,21.036999289960242,22.73127972409078
9.352553114596017,10.948850711024395,12.545148307452774,14.141445903881152,15.73774350030953,17.33404109673791,18.930338693166288,20.526636289594666,22.122933886023045
9.851896960552518,11.479933331803375,13.107969703054232,14.736006074305092,16.36404244555595,17.992078816806806,19.620115188057664,21.24815155930852,22.87618793055938
9.889859582372145,11.500474102925827,13.111088623479509,14.721703144033189,16.33231766458687,17.942932185140553,19.553546705694234,21.164161226247916,22.7747757468016
10.005929991552868,11.644612034886752,13.283294078220635,14.921976121554517,16.5606581648884,18.19934020822228,19.838022251556165,21.476704294890048,23.11538633822393
10.039602556763764,11.689191831740795,13.338781106717825,14.988370381694853,16.63795965667188,18.287548931648914,19.937138206625942,21.58672748160297,23.236316756580003
10.942335257468995,12.493955927441341,14.045576597413687,15.597197267386033,17.148817937358377,18.700438607330724,20.25205927730307,21.803679947275413,23.35530061724776
11.239657825293811,12.74445185258528,14.24924587987675,15.754039907168217,17.258833934459687,18.763627961751155,20.268421989042622,21.77321601633409,23.27801004362556
10.724598156412684,12.293002684287886,13.861407212163089,15.429811740038293,16.998216267913495,18.566620795788698,20.1350253236639,21.703429851539102,23.271834379414305
11.335410751863916,12.957469661527488,14.57952857119106,16.20158748085463,17.823646390518203,19.445705300181775,21.067764209845347,22.68982311950892,24.31188202917249
10.724599580894044,12.388005473725084,14.051411366556122,15.71481725938716,17.3782231522182,19.04162904504924,20.705034937880278,22.368440830711318,24.03184672354236
11.382406954235892,13.006105434910628,14.629803915585363,16.2535023962601,17.877200876934836,19.50089935760957,21.12459783828431,22.748296318959042,24.37199479963378
11.295500071440689,12.972739113525073,14.649978155609459,16.327217197693844,18.00445623977823,19.681695281862613,21.358934323946997,23.036173366031385,24.71341240811577
11.992951552671991,13.520836248852286,15.048720945032581,16.576605641212875,18.10449033739317,19.632375033573467,21.16025972975376,22.688144425934055,24.21602912211435
11.905989123885032,13.536251882349763,15.166514640814494,16.796777399279225,18.427040157743956,20.057302916208688,21.68756567467342,23.31782843313815,24.94809119160288
11.869742175474878,13.495926346700488,15.122110517926096,16.748294689151706,18.374478860377316,20.000663031602926,21.626847202828536,23.253031374054142,24.879215545279752
12.134584955017376,13.793987474795111,15.453389994572847,17.11279251435058,18.772195034128316,20.43159755390605,22.091000073683787,23.750402593461523,25.40980511323926
12.85330913929302,14.445580464571131,16.037851789849245,17.630123115127358,19.22239444040547,20.814665765683582,22.406937090961694,23.999208416239806,25.59147974151792
12.700181800364524,14.335216717609644,15.970251634854765,17.605286552099884,19.240321469345005,20.875356386590127,22.51039130383525,24.14542622108037,25.78046113832549
12.93426139332441,14.560268406029108,16.186275418733807,17.812282431438504,19.4382894441432,21.0642964568479,22.690303469552596,24.316310482257293,25.94231749496199
13.171218386872145,14.796356772779873,16.421495158687602,18.04663354459533,19.67177193050306,21.296910316410788,22.922048702318516,24.547187088226245,26.172325474133974
13.587744936309235,15.12287239556367,16.657999854818105,18.19312731407254,19.728254773326974,21.263382232581407,22.798509691835843,24.33363715109028,25.868764610344712
12.985529787967469,14.645144165517756,16.304758543068044,17.96437292061833,19.62398729816862,21.283601675718906,22.943216053269193,24.60283043081948,26.262444808369768
13.551883502294611,15.252677288881031,16.95347107546745,18.65426486205387,20.355058648640288,22.05585243522671,23.756646221813128,25.457440008399548,27.158233794985968
13.927496582006922,15.510892653429101,17.09428872485128,18.677684796273457,20.261080867695636,21.84447693911781,23.42787301053999,25.01126908196217,26.594665153384348
14.443916075900113,16.033074253199125,17.62223243049814,19.211390607797153,20.80054878509617,22.38970696239518,23.978865139694193,25.568023316993205,27.15718149429222
14.352451519230325,15.968984355321577,17.58551719141283,19.20205002750408,20.81858286359533,22.435115699686584,24.051648535777836,25.66818137186909,27.28471420796034
14.32162899063896,15.973243337799962,17.624857684960965,19.276472032121966,20.92808637928297,22.579700726443974,24.231315073604975,25.882929420765976,27.53454376792698
14.854483658797337,16.482146349469055,18.10980904014077,19.73747173081249,21.365134421484207,22.992797112155927,24.620459802827643,26.24812249349936,27.87578518417108
15.117124187557414,16.683735643854476,18.250347100151536,19.816958556448597,21.383570012745658,22.950181469042718,24.51679292533978,26.083404381636843,27.650015837933903
15.626718983831818,17.203972931458686,18.781226879085555,20.358480826712423,21.935734774339295,23.51298872196616,25.09024266959303,26.6674966172199,28.24475056484677
15.603665622456418,17.152293935501177,18.70092224854594,20.249550561590702,21.79817887463546,23.34680718768022,24.895435500724982,26.444063813769745,27.992692126814504
15.36277367062653,16.95171470947659,18.540655748326653,20.129596787176716,21.71853782602678,23.307478864876842,24.896419903726905,26.485360942576968,28.07430198142703
15.467238738331408,17.131511695205095,18.79578465207878,20.460057608952464,22.12433056582615,23.788603522699834,25.45287647957352,27.117149436447203,28.781422393320888
15.892961144208938,17.529925522603968,19.166889900999,20.803854279394027,22.44081865778906,24.077783036184087,25.71474741457912,27.35171179297415,28.98867617136918
15.830028687475616,17.401793783794812,18.973558880114005,20.5453239764332,22.117089072752393,23.688854169071586,25.26061926539078,26.832384361709973,28.404149458029167
16.086120298665673,17.660832745284104,19.23554519190253,20.810257638520962,22.384970085139393,23.95968253175782,25.534394978376252,27.109107424994683,28.68381987161311
16.363048425494178,17.953297369504092,19.543546313514007,21.133795257523925,22.72404420153384,24.314293145543754,25.904542089553672,27.494791033563587,29.0850399775735
16.119367865742735,17.739569409343048,19.359770952943357,20.97997249654367,22.600174040143983,24.220375583744293,25.840577127344606,27.46077867094492,29.080980214545228
15.959361451306584,17.641765017056176,19.324168582805772,21.006572148555364,22.68897571430496,24.37137928005455,26.053782845804143,27.73618641155374,29.41858997730333
16.62083148104729,18.165365848904067,19.709900216760843,21.25443458461762,22.798968952474397,24.343503320331173,25.88803768818795,27.432572056044727,28.977106423901503
16.569734268937236,18.15292035463279,19.736106440328342,21.319292526023897,22.902478611719452,24.485664697415004,26.06885078311056,27.652036868806114,29.235222954501666
16.49480959187846,18.05967917751647,19.62454876315448,21.189418348792486,22.754287934430494,24.319157520068504,25.88402710570651,27.448896691344522,29.01376627698253
16.178851021864386,17.767968601285446,19.357086180706503,20.946203760127563,22.535321339548624,24.124438918969684,25.713556498390744,27.3026740778118,28.89179165723286
16.411978191363243,18.03943345373485,19.666888716106456,21.294343978478064,22.921799240849673,24.549254503221277,26.176709765592886,27.804165027964494,29.4316202903361
16.771896403583504,18.273856608385362,19.775816813187223,21.27777701798908,22.779737222790942,24.2816974275928,25.783657632394657,27.28561783719652,28.787578041998376
15.713281298708328,17.421031961043397,19.128782623378466,20.836533285713536,22.5442839480486,24.252034610383674,25.95978527271874,27.66753593505381,29.37528659738888
16.553551205011562,18.200604019022805,19.84765683303405,21.494709647045298,23.14176246105654,24.788815275067783,26.43586808907903,28.082920903090276,29.72997371710152
16.323581244358593,17.978015860710858,19.632450477063124,21.286885093415393,22.941319709767658,24.595754326119923,26.250188942472192,27.904623558824458,29.559058175176723
16.43683928607887,18.017466203857094,19.598093121635316,21.178720039413534,22.75934695719176,24.339973874969978,25.9206007927482,27.501227710526422,29.081854628304644
16.755646705401293,18.244548387853932,19.73345007030657,21.22235175275921,22.711253435211844,24.200155117664487,25.689056800117122,27.17795848256976,28.6668601650224
15.967568838625091,17.637166017963704,19.306763197302317,20.976360376640933,22.645957555979546,24.31555473531816,25.985151914656775,27.654749093995388,29.324346273334
16.55873393820729,18.116337267571055,19.673940596934823,21.23154392629859,22.789147255662357,24.346750585026122,25.904353914389887,27.461957243753652,29.01956057311742
16.439055021342835,18.01847464363109,19.597894265919347,21.177313888207603,22.75673351049586,24.336153132784116,25.915572755072372,27.494992377360628,29.074411999648884
16.187839845321488,17.813614886348482,19.439389927375476,21.06516496840247,22.690940009429465,24.31671505045646,25.942490091483453,27.568265132510447,29.19404017353744
16.88901323523675,18.40354033457664,19.918067433916526,21.432594533256417,22.947121632596307,24.461648731936194,25.976175831276084,27.490702930615974,29.00523002995586
16.43749968724355,18.065991578209662,19.694483469175772,21.322975360141886,22.951467251107996,24.579959142074106,26.20845103304022,27.83694292400633,29.46543481497244
16.414359468806452,18.103048214266547,19.79173695972664,21.480425705186736,23.16911445064683,24.857803196106925,26.54649194156702,28.235180687027114,29.92386943248721
17.16810755987969,18.710838586484144,20.253569613088594,21.796300639693047,23.3390316662975,24.88176269290195,26.424493719506405,27.96722474611086,29.50995577271531
16.980084781696057,18.577158540022182,20.174232298348308,21.771306056674433,23.36837981500056,24.965453573326684,26.562527331652806,28.15960108997893,29.756674848305057
17.42590048284084,18.965474087039574,20.505047691238307,22.04462129543704,23.584194899635772,25.123768503834505,26.663342108033238,28.20291571223197,29.742489316430703
17.055831508246477,18.674777420291804,20.293723332337127,21.91266924438245,23.531615156427776,25.150561068473102,26.769506980518425,28.38845289256375,30.007398804609075
17.47908042140213,19.065206276028356,20.65133213065458,22.237457985280805,23.82358383990703,25.409709694533255,26.995835549159484,28.58196140378571,30.168087258411934
17.51735160332088,19.047687363165103,20.578023123009327,22.10835888285355,23.638694642697775,25.169030402542,26.699366162386223,28.229701922230447,29.76003768207467
17.592405724880212,19.194089043185414,20.795772361490613,22.397455679795815,23.999138998101017,25.60082231640622,27.20250563471142,28.80418895301662,30.405872271321822
17.91681338678445,19.556264161837483,21.195714936890518,22.83516571194355,24.47461648699658,26.114067262049613,27.753518037102644,29.39296881215568,31.03241958720871
18.024463417353072,19.60010739848741,21.175751379621744,22.751395360756078,24.327039341890416,25.902683323024753,27.478327304159087,29.05397128529342,30.62961526642776
18.203104188370432,19.760808268930592,21.318512349490753,22.87621643005091,24.43392051061107,25.99162459117123,27.549328671731388,29.10703275229155,30.66473683285171
